revision,c_mapping,gt,seed,shot,stride,method,pixel_ap,pixel_auroc
rev_gt_only,approx,faithful,1,2,8,C,0.1639189230223246,0.9733120548001917
rev_gt_only,approx,faithful,1,2,8,A1_J,0.7491938109769045,0.9955572928854661
rev_gt_only,approx,faithful,1,2,8,DUP_J,0.742374008210923,0.9950472114797811
rev_gt_only,approx,faithful,1,2,8,TRI_J,0.7469775145586403,0.9963822082096936
rev_gt_only,approx,faithful,1,2,8,BAL_J,0.7444715795686183,0.9964035283673066
rev_gt_only,approx,faithful,1,2,8,DUP_BAL_J,0.7491938109769045,0.9955572928854661
rev_gt_only,approx,faithful,1,2,8,DUP_EXPECTED_J,0.742374008210923,0.9950472114797811
rev_gt_only,approx,faithful,1,2,8,A1_L,0.7585784977342467,0.9964272355785121
rev_gt_only,approx,faithful,1,2,8,DUP_L,0.7484427347208036,0.9957939871610387
rev_gt_only,approx,faithful,1,2,8,TRI_L,0.7542989572480651,0.9970006370805539
rev_gt_only,approx,faithful,1,2,8,BAL_L,0.7527760216897585,0.997073140548984
rev_study,approx,study,1,4,1,A1_J,0.7583662276143103,0.9964269046925792
rev_study,approx,study,1,4,1,DUP_J,0.7536776986644234,0.9961806120040689
rev_study,approx,study,1,4,1,TRI_J,0.7591572144275515,0.9971019577601574
rev_study,approx,study,1,4,1,BAL_J,0.7555846483697458,0.9969951461112965
rev_study,approx,study,1,4,1,A1_L,0.7672073482398739,0.9969977645884056
rev_study,approx,study,1,4,1,DUP_L,0.7572826022531619,0.9966146569048853
rev_study,approx,study,1,4,1,TRI_L,0.7671155285067274,0.9975367904265471
rev_study,approx,study,1,4,1,BAL_L,0.7660529550030474,0.9975010766952608
rev_study,approx,study,1,4,8,B,0.7327224343679033,0.995551409461726
rev_study,approx,study,1,4,8,S,0.7054175091801228,0.9967879775602922
rev_study,approx,study,1,4,8,C,0.18317871492815493,0.9754971534825895
rev_study,approx,study,1,4,8,A1_J,0.7631608791396558,0.9967417362127592
rev_study,approx,study,1,4,8,DUP_J,0.7585830970924535,0.9964567529425773
rev_study,approx,study,1,4,8,TRI_J,0.7637953053612357,0.9973930905757119
rev_study,approx,study,1,4,8,BAL_J,0.7602158106638742,0.9973208465509167
rev_study,approx,study,1,4,8,DUP_BAL_J,0.7631608791396558,0.9967417362127592
rev_study,approx,study,1,4,8,DUP_EXPECTED_J,0.7585830970924535,0.9964567529425773
rev_study,approx,study,1,4,8,A1_L,0.7720535204394843,0.997292961686241
rev_study,approx,study,1,4,8,DUP_L,0.7623816038494036,0.9968985811174279
rev_study,approx,study,1,4,8,TRI_L,0.7718368172974153,0.9977803977675116
rev_study,approx,study,1,4,8,BAL_L,0.7706206551617263,0.9977667294948059
rev_gt_only,approx,faithful,1,4,8,B,0.7278653419231801,0.9948970258211779
rev_gt_only,approx,faithful,1,4,8,S,0.702640739435681,0.9965487156433737
rev_gt_only,approx,faithful,1,4,8,C,0.17809993707199057,0.9732178017916662
rev_gt_only,approx,faithful,1,4,8,A1_J,0.7544401048086974,0.9961275732700662
rev_gt_only,approx,faithful,1,4,8,DUP_J,0.7517400749070093,0.995840781954591
rev_gt_only,approx,faithful,1,4,8,TRI_J,0.757632960801517,0.9968767003247467
rev_gt_only,approx,faithful,1,4,8,BAL_J,0.7518787965394257,0.9967426132427358
rev_gt_only,approx,faithful,1,4,8,DUP_BAL_J,0.7544401048086974,0.9961275732700662
rev_gt_only,approx,faithful,1,4,8,DUP_EXPECTED_J,0.7517400749070093,0.995840781954591
rev_gt_only,approx,faithful,1,4,8,A1_L,0.7635353242794447,0.9968595891348939
rev_gt_only,approx,faithful,1,4,8,DUP_L,0.7554656814617505,0.9964099148304807
rev_gt_only,approx,faithful,1,4,8,TRI_L,0.7655546027062357,0.9974437114868958
rev_gt_only,approx,faithful,1,4,8,BAL_L,0.7622510125201332,0.9974229686731924
rev_study,approx,study,1,8,1,A1_J,0.7750660833883302,0.9975868424216373
rev_study,approx,study,1,8,1,DUP_J,0.766608994288175,0.997439645217239
rev_study,approx,study,1,8,1,TRI_J,0.7707251379281669,0.9979008861597574
rev_study,approx,study,1,8,1,BAL_J,0.7717287677626449,0.9978517128173423
rev_study,approx,study,1,8,1,A1_L,0.78111804020584,0.9979758118893678
rev_study,approx,study,1,8,1,DUP_L,0.7692612003551593,0.9977200872938097
rev_study,approx,study,1,8,1,TRI_L,0.7743742088048224,0.9981622429626814
rev_study,approx,study,1,8,1,BAL_L,0.7763355369059558,0.9981573529107505
rev_study,approx,study,1,8,8,B,0.7465827035823269,0.9970552584841621
rev_study,approx,study,1,8,8,S,0.7172086716199129,0.997475406986994
rev_study,approx,study,1,8,8,C,0.3869573299060932,0.9857324801543108
rev_study,approx,study,1,8,8,A1_J,0.7796551085920371,0.9978302894821719
rev_study,approx,study,1,8,8,DUP_J,0.7713024573598677,0.9976675063778623
rev_study,approx,study,1,8,8,TRI_J,0.7748537477373206,0.9981169391368666
rev_study,approx,study,1,8,8,BAL_J,0.7761779516252526,0.9980924149763939
rev_study,approx,study,1,8,8,DUP_BAL_J,0.7796551085920371,0.9978302894821719
rev_study,approx,study,1,8,8,DUP_EXPECTED_J,0.7713024573598677,0.9976675063778623
rev_study,approx,study,1,8,8,A1_L,0.7858510414911929,0.998199012614487
rev_study,approx,study,1,8,8,DUP_L,0.7743506183428871,0.997936880977451
rev_study,approx,study,1,8,8,TRI_L,0.7788210827178007,0.9983355852827946
rev_study,approx,study,1,8,8,BAL_L,0.7807356696843981,0.9983458399792211
rev_gt_only,approx,faithful,1,8,8,B,0.7431770020271145,0.9966356923382206
rev_gt_only,approx,faithful,1,8,8,S,0.7142095251365379,0.9973186075516212
rev_gt_only,approx,faithful,1,8,8,C,0.3742361666828443,0.9845946522721347
rev_gt_only,approx,faithful,1,8,8,A1_J,0.7721060662141348,0.997443496544386
rev_gt_only,approx,faithful,1,8,8,DUP_J,0.7657563972560782,0.9972704342256453
rev_gt_only,approx,faithful,1,8,8,TRI_J,0.7697902266214016,0.9978011197446568
rev_gt_only,approx,faithful,1,8,8,BAL_J,0.7688678357363311,0.997737126894038
rev_gt_only,approx,faithful,1,8,8,DUP_BAL_J,0.7721060662141348,0.997443496544386
rev_gt_only,approx,faithful,1,8,8,DUP_EXPECTED_J,0.7657563972560782,0.9972704342256453
rev_gt_only,approx,faithful,1,8,8,A1_L,0.7786444798315015,0.9979239522817779
rev_gt_only,approx,faithful,1,8,8,DUP_L,0.7687255569497015,0.997621611232559
rev_gt_only,approx,faithful,1,8,8,TRI_L,0.7733169132224693,0.998132770796766
rev_gt_only,approx,faithful,1,8,8,BAL_L,0.773236737388898,0.99814764066893
rev_c_regrid_only,correct,study,1,1,8,B,0.6919749531778646,0.9923565271546059
rev_c_regrid_only,correct,study,1,1,8,S,0.6575904491660344,0.9945336180438822
rev_c_regrid_only,correct,study,1,1,8,C,0.1406064914602282,0.9478922977143192
rev_c_regrid_only,correct,study,1,1,8,A1_J,0.7199675369183153,0.9937969527210266
rev_c_regrid_only,correct,study,1,1,8,DUP_J,0.7143528318184673,0.9933869233339443
rev_c_regrid_only,correct,study,1,1,8,TRI_J,0.7242455853406409,0.9951631662221023
rev_c_regrid_only,correct,study,1,1,8,BAL_J,0.7217500461975244,0.995008655659823
rev_c_regrid_only,correct,study,1,1,8,DUP_BAL_J,0.7199675369183153,0.9937969527210266
rev_c_regrid_only,correct,study,1,1,8,DUP_EXPECTED_J,0.7143528318184673,0.9933869233339443
rev_c_regrid_only,correct,study,1,1,8,A1_L,0.7315555526389858,0.9948784871674634
rev_c_regrid_only,correct,study,1,1,8,DUP_L,0.7219759843383414,0.9942849235927453
rev_c_regrid_only,correct,study,1,1,8,TRI_L,0.7333538580661525,0.9959168439216431
rev_c_regrid_only,correct,study,1,1,8,BAL_L,0.7319485690498329,0.9958283784805737
rev_correct,correct,faithful,1,1,1,A1_J,0.7091174326635382,0.9926881723159068
rev_correct,correct,faithful,1,1,1,DUP_J,0.7039656463667063,0.9922451497457903
rev_correct,correct,faithful,1,1,1,TRI_J,0.714933097888308,0.9942919179866029
rev_correct,correct,faithful,1,1,1,BAL_J,0.711950739209895,0.994133059165766
rev_correct,correct,faithful,1,1,1,A1_L,0.7215721686842257,0.9941072047326829
rev_correct,correct,faithful,1,1,1,DUP_L,0.7119957793587377,0.9934002679691992
rev_correct,correct,faithful,1,1,1,TRI_L,0.7238849882026167,0.995290725510544
rev_correct,correct,faithful,1,1,1,BAL_L,0.7224078757671161,0.9952585992298882
rev_correct,correct,faithful,1,1,8,B,0.6863140044351382,0.9914711690055388
rev_correct,correct,faithful,1,1,8,S,0.6529078301168867,0.9942099433506381
rev_correct,correct,faithful,1,1,8,C,0.14034316727189827,0.9474157514794725
rev_correct,correct,faithful,1,1,8,A1_J,0.7144930584475365,0.9929786044050323
rev_correct,correct,faithful,1,1,8,DUP_J,0.7086487117909492,0.9924689930155838
rev_correct,correct,faithful,1,1,8,TRI_J,0.7194568490816314,0.9945735251392132
rev_correct,correct,faithful,1,1,8,BAL_J,0.7167801751501448,0.9944545204309794
rev_correct,correct,faithful,1,1,8,DUP_BAL_J,0.7144930584475365,0.9929786044050323
rev_correct,correct,faithful,1,1,8,DUP_EXPECTED_J,0.7086487117909492,0.9924689930155838
rev_correct,correct,faithful,1,1,8,A1_L,0.7264956758342922,0.9944113869827872
rev_correct,correct,faithful,1,1,8,DUP_L,0.7166679688329156,0.9936552647483187
rev_correct,correct,faithful,1,1,8,TRI_L,0.7284764658783405,0.9955468729119451
rev_correct,correct,faithful,1,1,8,BAL_L,0.7271234688908851,0.9955589859346352
rev_c_regrid_only,correct,study,1,2,8,B,0.7236538217579965,0.9946082140350925
rev_c_regrid_only,correct,study,1,2,8,S,0.678801116985899,0.9960194988970501
rev_c_regrid_only,correct,study,1,2,8,C,0.17105677794756136,0.97515809692348
rev_c_regrid_only,correct,study,1,2,8,A1_J,0.7532421114772271,0.9961339823724162
rev_c_regrid_only,correct,study,1,2,8,DUP_J,0.7460776525345147,0.9956793407266578
rev_c_regrid_only,correct,study,1,2,8,TRI_J,0.7497274844502884,0.9968473833235382
rev_c_regrid_only,correct,study,1,2,8,BAL_J,0.7485345692996528,0.9968581763937209
rev_c_regrid_only,correct,study,1,2,8,DUP_BAL_J,0.7532421114772271,0.9961339823724162
rev_c_regrid_only,correct,study,1,2,8,DUP_EXPECTED_J,0.7460776525345147,0.9956793407266578
rev_c_regrid_only,correct,study,1,2,8,A1_L,0.7643707299094422,0.9968114187573097
rev_c_regrid_only,correct,study,1,2,8,DUP_L,0.7535289556269031,0.9962737757033969
rev_c_regrid_only,correct,study,1,2,8,TRI_L,0.7590143511953386,0.9972974230510533
rev_c_regrid_only,correct,study,1,2,8,BAL_L,0.7587520050844574,0.9973383525465718
rev_correct,correct,faithful,1,2,1,A1_J,0.7443258287614841,0.9953886884315464
rev_correct,correct,faithful,1,2,1,DUP_J,0.7372872979228652,0.9948525920859664
rev_correct,correct,faithful,1,2,1,TRI_J,0.7421743313538116,0.9962548611269721
rev_correct,correct,faithful,1,2,1,BAL_J,0.7404912267969163,0.9963015818290937
rev_correct,correct,faithful,1,2,1,A1_L,0.7556137153726696,0.9963089502787891
rev_correct,correct,faithful,1,2,1,DUP_L,0.7447927493479795,0.9956386558489356
rev_correct,correct,faithful,1,2,1,TRI_L,0.7509716230214902,0.9968667608371241
rev_correct,correct,faithful,1,2,1,BAL_L,0.7505075476926338,0.9969700940886674
rev_correct,correct,faithful,1,2,8,B,0.71890602003924,0.9939206189585025
rev_correct,correct,faithful,1,2,8,S,0.6752292228284917,0.9958037837007735
rev_correct,correct,faithful,1,2,8,C,0.17130325296531232,0.9755041543875104
rev_correct,correct,faithful,1,2,8,A1_J,0.7489414487245253,0.9956350297086553
rev_correct,correct,faithful,1,2,8,DUP_J,0.7415492022462573,0.9950580784246005
rev_correct,correct,faithful,1,2,8,TRI_J,0.7462547087169586,0.996497295852721
rev_correct,correct,faithful,1,2,8,BAL_J,0.7448756776864386,0.9965766113618799
rev_correct,correct,faithful,1,2,8,DUP_BAL_J,0.7489414487245253,0.9956350297086553
rev_correct,correct,faithful,1,2,8,DUP_EXPECTED_J,0.7415492022462573,0.9950580784246005
rev_correct,correct,faithful,1,2,8,A1_L,0.7605536039995995,0.9965759803182386
rev_correct,correct,faithful,1,2,8,DUP_L,0.7494178405306821,0.9958693337000365
rev_correct,correct,faithful,1,2,8,TRI_L,0.7554364427528586,0.9970796179714633
rev_correct,correct,faithful,1,2,8,BAL_L,0.7552416406040584,0.9972153312651427
rev_c_regrid_only,correct,study,1,4,8,B,0.7327224343679033,0.995551409461726
rev_c_regrid_only,correct,study,1,4,8,S,0.7054175091801228,0.9967879775602922
rev_c_regrid_only,correct,study,1,4,8,C,0.1864125275552881,0.9750507375764703
rev_c_regrid_only,correct,study,1,4,8,A1_J,0.7594230295226603,0.9966394681614956
rev_c_regrid_only,correct,study,1,4,8,DUP_J,0.7555750602352501,0.9963846543708383
rev_c_regrid_only,correct,study,1,4,8,TRI_J,0.7604037499309207,0.9973276123484656
rev_c_regrid_only,correct,study,1,4,8,BAL_J,0.7561078102492494,0.9972269493267051
rev_c_regrid_only,correct,study,1,4,8,DUP_BAL_J,0.7594230295226603,0.9966394681614956
rev_c_regrid_only,correct,study,1,4,8,DUP_EXPECTED_J,0.7555750602352501,0.9963846543708383
rev_c_regrid_only,correct,study,1,4,8,A1_L,0.7698713672189442,0.9972354905437126
rev_c_regrid_only,correct,study,1,4,8,DUP_L,0.7610638104239751,0.9968571408176867
rev_c_regrid_only,correct,study,1,4,8,TRI_L,0.7703568491489433,0.9977533244124221
rev_c_regrid_only,correct,study,1,4,8,BAL_L,0.7682628804887138,0.9977246958284989
rev_correct,correct,faithful,1,4,1,A1_J,0.7498405443004491,0.9959793487171066
rev_correct,correct,faithful,1,4,1,DUP_J,0.7460203134200004,0.9956526468423234
rev_correct,correct,faithful,1,4,1,TRI_J,0.752071738087697,0.9967344434314624
rev_correct,correct,faithful,1,4,1,BAL_J,0.7475867046615722,0.9966543277939969
rev_correct,correct,faithful,1,4,1,A1_L,0.7605804883467495,0.9967255084350164
rev_correct,correct,faithful,1,4,1,DUP_L,0.7514969821793225,0.99623951271254
rev_correct,correct,faithful,1,4,1,TRI_L,0.761917876186515,0.997325517705509
rev_correct,correct,faithful,1,4,1,BAL_L,0.7598098173261896,0.9973417013676388
rev_correct,correct,faithful,1,4,8,B,0.7278653419231801,0.9948970258211779
rev_correct,correct,faithful,1,4,8,S,0.702640739435681,0.9965487156433737
rev_correct,correct,faithful,1,4,8,C,0.18658952455411756,0.9754162762837942
rev_correct,correct,faithful,1,4,8,A1_J,0.7551435753735262,0.9962655601874231
rev_correct,correct,faithful,1,4,8,DUP_J,0.7510123952583153,0.9958928810324945
rev_correct,correct,faithful,1,4,8,TRI_J,0.756764316271534,0.9969570773368959
rev_correct,correct,faithful,1,4,8,BAL_J,0.7525189580908879,0.9969146132687846
rev_correct,correct,faithful,1,4,8,DUP_BAL_J,0.7551435753735262,0.9962655601874231
rev_correct,correct,faithful,1,4,8,DUP_EXPECTED_J,0.7510123952583153,0.9958928810324945
rev_correct,correct,faithful,1,4,8,A1_L,0.7657717311416359,0.9970165595536132
rev_correct,correct,faithful,1,4,8,DUP_L,0.7565452756788524,0.9964876492845639
rev_correct,correct,faithful,1,4,8,TRI_L,0.7667330278482039,0.9975266584763233
rev_correct,correct,faithful,1,4,8,BAL_L,0.7648178263637361,0.9975823868807626
rev_c_regrid_only,correct,study,1,8,8,B,0.7465827035823269,0.9970552584841621
rev_c_regrid_only,correct,study,1,8,8,S,0.7172086716199129,0.997475406986994
rev_c_regrid_only,correct,study,1,8,8,C,0.384971455084131,0.9853236280667531
rev_c_regrid_only,correct,study,1,8,8,A1_J,0.7765924707697833,0.9977867847582066
rev_c_regrid_only,correct,study,1,8,8,DUP_J,0.7688797000768113,0.9976226544763178
rev_c_regrid_only,correct,study,1,8,8,TRI_J,0.7719547245419867,0.9980735610718724
rev_c_regrid_only,correct,study,1,8,8,BAL_J,0.7716164478314153,0.9980316790014357
rev_c_regrid_only,correct,study,1,8,8,DUP_BAL_J,0.7765924707697833,0.9977867847582066
rev_c_regrid_only,correct,study,1,8,8,DUP_EXPECTED_J,0.7688797000768113,0.9976226544763178
rev_c_regrid_only,correct,study,1,8,8,A1_L,0.7837722891843808,0.998170571093871
rev_c_regrid_only,correct,study,1,8,8,DUP_L,0.7731004340658645,0.9979169403799087
rev_c_regrid_only,correct,study,1,8,8,TRI_L,0.7775371148264092,0.998320597255786
rev_c_regrid_only,correct,study,1,8,8,BAL_L,0.778479946327262,0.9983209096617474
rev_correct,correct,faithful,1,8,1,A1_J,0.767959238728907,0.9973495134376659
rev_correct,correct,faithful,1,8,1,DUP_J,0.7604579272081693,0.9971064016036394
rev_correct,correct,faithful,1,8,1,TRI_J,0.7645847627729099,0.997682398478553
rev_correct,correct,faithful,1,8,1,BAL_J,0.763803426445175,0.997659562158501
rev_correct,correct,faithful,1,8,1,A1_L,0.7754518169356474,0.9978231967991715
rev_correct,correct,faithful,1,8,1,DUP_L,0.7644971132952533,0.9974797895524581
rev_correct,correct,faithful,1,8,1,TRI_L,0.7697420250409353,0.9980318084383648
rev_correct,correct,faithful,1,8,1,BAL_L,0.7705966545093854,0.998069625269773
rev_correct,correct,faithful,1,8,8,B,0.7431770020271145,0.9966356923382206
rev_correct,correct,faithful,1,8,8,S,0.7142095251365379,0.9973186075516212
rev_correct,correct,faithful,1,8,8,C,0.3837568846565377,0.9856502168471633
rev_correct,correct,faithful,1,8,8,A1_J,0.773444823500166,0.9976037318780913
rev_correct,correct,faithful,1,8,8,DUP_J,0.7656647995117625,0.9973354580680428
rev_correct,correct,faithful,1,8,8,TRI_J,0.7694031288297613,0.9978647525629819
rev_correct,correct,faithful,1,8,8,BAL_J,0.7690018539221035,0.9978602789732807
rev_correct,correct,faithful,1,8,8,DUP_BAL_J,0.773444823500166,0.9976037318780913
rev_correct,correct,faithful,1,8,8,DUP_EXPECTED_J,0.7656647995117625,0.9973354580680428
rev_correct,correct,faithful,1,8,8,A1_L,0.7810004375575393,0.9980520285833652
rev_correct,correct,faithful,1,8,8,DUP_L,0.7699531669444865,0.9976940423355749
rev_correct,correct,faithful,1,8,8,TRI_L,0.7746945083823134,0.9981838047103341
rev_correct,correct,faithful,1,8,8,BAL_L,0.7757676634541495,0.9982358607135865
