method,dataset,seed,shot,category,geometry,region_grid,region_fraction_of_canvas,pixel_ap,pixel_auroc,n_pixels,seconds,source,source_table,note
PatchCore_native_official224,mvtec,0,1,wood,resize 256 / imagesize 224,392x392,0.765625,0.5184814699124138,0.9403602399389883,12139456,1.36,D:\STUDY\My_github\reference-matching-interaction-ad\outputs\patchcore\closeout_official224\mvtec_official224\mvtec_s0_k1\predictions\mvtec_wood.npz,"outputs/patchcore (native dump, re-evaluated here)",NATIVE geometry - admitted only by the premise change recorded in A22_STATUS.json
PatchCore_native_local128,mvtec,0,1,wood,resize 144 / imagesize 128,392x392,0.765625,0.386118919495033,0.9004264804428098,12139456,1.2,D:\STUDY\My_github\reference-matching-interaction-ad\outputs\patchcore\closeout\mvtec_closeout\mvtec_s0_k1\predictions\mvtec_wood.npz,"outputs/patchcore (native dump, re-evaluated here)",NATIVE geometry - admitted only by the premise change recorded in A22_STATUS.json
PatchCore_harmonised448,mvtec,0,1,zipper,resize 448 / imagesize 448,392x392,0.765625,0.7630763953817984,0.9893051237470193,23203264,2.94,D:\STUDY\My_github\reference-matching-interaction-ad\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines_harmonised_20260922\patchcore_raw\harmonised448\mvtec_s0_k1\predictions\mvtec_zipper.npz,05_baselines_harmonised_20260922,single-geometry member (short side 448)
PatchCore_native_official224,mvtec,0,1,zipper,resize 256 / imagesize 224,392x392,0.765625,0.576415596510449,0.973018975167893,23203264,2.83,D:\STUDY\My_github\reference-matching-interaction-ad\outputs\patchcore\closeout_official224\mvtec_official224\mvtec_s0_k1\predictions\mvtec_zipper.npz,"outputs/patchcore (native dump, re-evaluated here)",NATIVE geometry - admitted only by the premise change recorded in A22_STATUS.json
PatchCore_native_local128,mvtec,0,1,zipper,resize 144 / imagesize 128,392x392,0.765625,0.27968865570825663,0.9166100058382126,23203264,2.73,D:\STUDY\My_github\reference-matching-interaction-ad\outputs\patchcore\closeout\mvtec_closeout\mvtec_s0_k1\predictions\mvtec_zipper.npz,"outputs/patchcore (native dump, re-evaluated here)",NATIVE geometry - admitted only by the premise change recorded in A22_STATUS.json
PatchCore_harmonised448,visa,0,1,candle,resize 448 / imagesize 448,392x393,0.7003558718861209,0.2823386548343971,0.9854359532727175,30811200,5.06,D:\STUDY\My_github\reference-matching-interaction-ad\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines_harmonised_20260922\patchcore_raw\harmonised448\visa_s0_k1\predictions\mvtec_candle.npz,05_baselines_harmonised_20260922,single-geometry member (short side 448)
PatchCore_native_official224,visa,0,1,candle,resize 256 / imagesize 224,392x393,0.7003558718861209,0.18408902674184904,0.9679410892633119,30811200,3.82,D:\STUDY\My_github\reference-matching-interaction-ad\outputs\patchcore\closeout_official224\visa_official224\visa_s0_k1\predictions\mvtec_candle.npz,"outputs/patchcore (native dump, re-evaluated here)",NATIVE geometry - admitted only by the premise change recorded in A22_STATUS.json
PatchCore_native_local128,visa,0,1,candle,resize 144 / imagesize 128,392x393,0.7003558718861209,0.08131182753368543,0.851009614541388,30811200,3.36,D:\STUDY\My_github\reference-matching-interaction-ad\outputs\patchcore\closeout\visa_closeout\visa_s0_k1\predictions\mvtec_candle.npz,"outputs/patchcore (native dump, re-evaluated here)",NATIVE geometry - admitted only by the premise change recorded in A22_STATUS.json
PatchCore_harmonised448,visa,0,1,capsules,resize 448 / imagesize 448,392x392,0.5104166666666666,0.11570181619061684,0.9685201065261593,24586240,3.35,D:\STUDY\My_github\reference-matching-interaction-ad\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines_harmonised_20260922\patchcore_raw\harmonised448\visa_s0_k1\predictions\mvtec_capsules.npz,05_baselines_harmonised_20260922,single-geometry member (short side 448)
PatchCore_native_official224,visa,0,1,capsules,resize 256 / imagesize 224,392x392,0.5104166666666666,0.04658812112577647,0.9028596677710188,24586240,2.64,D:\STUDY\My_github\reference-matching-interaction-ad\outputs\patchcore\closeout_official224\visa_official224\visa_s0_k1\predictions\mvtec_capsules.npz,"outputs/patchcore (native dump, re-evaluated here)",NATIVE geometry - admitted only by the premise change recorded in A22_STATUS.json
PatchCore_native_local128,visa,0,1,capsules,resize 144 / imagesize 128,392x392,0.5104166666666666,0.028872547798741537,0.757360696453516,24586240,2.27,D:\STUDY\My_github\reference-matching-interaction-ad\outputs\patchcore\closeout\visa_closeout\visa_s0_k1\predictions\mvtec_capsules.npz,"outputs/patchcore (native dump, re-evaluated here)",NATIVE geometry - admitted only by the premise change recorded in A22_STATUS.json
PatchCore_harmonised448,visa,0,1,cashew,resize 448 / imagesize 448,392x392,0.7209598640900403,0.40175485628018326,0.9404850164963111,23049600,3.92,D:\STUDY\My_github\reference-matching-interaction-ad\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines_harmonised_20260922\patchcore_raw\harmonised448\visa_s0_k1\predictions\mvtec_cashew.npz,05_baselines_harmonised_20260922,single-geometry member (short side 448)
PatchCore_native_official224,visa,0,1,cashew,resize 256 / imagesize 224,392x392,0.7209598640900403,0.522699399781075,0.9735046628647417,23049600,3.0,D:\STUDY\My_github\reference-matching-interaction-ad\outputs\patchcore\closeout_official224\visa_official224\visa_s0_k1\predictions\mvtec_cashew.npz,"outputs/patchcore (native dump, re-evaluated here)",NATIVE geometry - admitted only by the premise change recorded in A22_STATUS.json
PatchCore_native_local128,visa,0,1,cashew,resize 144 / imagesize 128,392x392,0.7209598640900403,0.5900014856947519,0.9731871121257445,23049600,2.99,D:\STUDY\My_github\reference-matching-interaction-ad\outputs\patchcore\closeout\visa_closeout\visa_s0_k1\predictions\mvtec_cashew.npz,"outputs/patchcore (native dump, re-evaluated here)",NATIVE geometry - admitted only by the premise change recorded in A22_STATUS.json
PatchCore_harmonised448,visa,0,1,chewinggum,resize 448 / imagesize 448,392x392,0.6456368935367737,0.6341877643948263,0.9912500887183787,23049600,3.35,D:\STUDY\My_github\reference-matching-interaction-ad\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines_harmonised_20260922\patchcore_raw\harmonised448\visa_s0_k1\predictions\mvtec_chewinggum.npz,05_baselines_harmonised_20260922,single-geometry member (short side 448)
PatchCore_native_official224,visa,0,1,chewinggum,resize 256 / imagesize 224,392x392,0.6456368935367737,0.580496075920601,0.9851529997507816,23049600,2.16,D:\STUDY\My_github\reference-matching-interaction-ad\outputs\patchcore\closeout_official224\visa_official224\visa_s0_k1\predictions\mvtec_chewinggum.npz,"outputs/patchcore (native dump, re-evaluated here)",NATIVE geometry - admitted only by the premise change recorded in A22_STATUS.json
PatchCore_native_local128,visa,0,1,chewinggum,resize 144 / imagesize 128,392x392,0.6456368935367737,0.33858888028292927,0.9675226014695212,23049600,2.39,D:\STUDY\My_github\reference-matching-interaction-ad\outputs\patchcore\closeout\visa_closeout\visa_s0_k1\predictions\mvtec_chewinggum.npz,"outputs/patchcore (native dump, re-evaluated here)",NATIVE geometry - admitted only by the premise change recorded in A22_STATUS.json
PatchCore_harmonised448,visa,0,1,fryum,resize 448 / imagesize 448,392x392,0.5104166666666666,0.2269709105964884,0.8524597505733871,23049600,2.89,D:\STUDY\My_github\reference-matching-interaction-ad\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines_harmonised_20260922\patchcore_raw\harmonised448\visa_s0_k1\predictions\mvtec_fryum.npz,05_baselines_harmonised_20260922,single-geometry member (short side 448)
PatchCore_native_official224,visa,0,1,fryum,resize 256 / imagesize 224,392x392,0.5104166666666666,0.24755375103156857,0.8532363541714276,23049600,2.71,D:\STUDY\My_github\reference-matching-interaction-ad\outputs\patchcore\closeout_official224\visa_official224\visa_s0_k1\predictions\mvtec_fryum.npz,"outputs/patchcore (native dump, re-evaluated here)",NATIVE geometry - admitted only by the premise change recorded in A22_STATUS.json
PatchCore_native_local128,visa,0,1,fryum,resize 144 / imagesize 128,392x392,0.5104166666666666,0.30711733821021836,0.8447025125686136,23049600,3.16,D:\STUDY\My_github\reference-matching-interaction-ad\outputs\patchcore\closeout\visa_closeout\visa_s0_k1\predictions\mvtec_fryum.npz,"outputs/patchcore (native dump, re-evaluated here)",NATIVE geometry - admitted only by the premise change recorded in A22_STATUS.json
PatchCore_harmonised448,visa,0,1,macaroni1,resize 448 / imagesize 448,392x392,0.5104166666666666,0.21707072469916266,0.9916264962078037,30732800,5.11,D:\STUDY\My_github\reference-matching-interaction-ad\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines_harmonised_20260922\patchcore_raw\harmonised448\visa_s0_k1\predictions\mvtec_macaroni1.npz,05_baselines_harmonised_20260922,single-geometry member (short side 448)
PatchCore_native_official224,visa,0,1,macaroni1,resize 256 / imagesize 224,392x392,0.5104166666666666,0.06792915534138637,0.9590597662696676,30732800,3.94,D:\STUDY\My_github\reference-matching-interaction-ad\outputs\patchcore\closeout_official224\visa_official224\visa_s0_k1\predictions\mvtec_macaroni1.npz,"outputs/patchcore (native dump, re-evaluated here)",NATIVE geometry - admitted only by the premise change recorded in A22_STATUS.json
PatchCore_native_local128,visa,0,1,macaroni1,resize 144 / imagesize 128,392x392,0.5104166666666666,0.0029326641040885526,0.7807708569477704,30732800,3.19,D:\STUDY\My_github\reference-matching-interaction-ad\outputs\patchcore\closeout\visa_closeout\visa_s0_k1\predictions\mvtec_macaroni1.npz,"outputs/patchcore (native dump, re-evaluated here)",NATIVE geometry - admitted only by the premise change recorded in A22_STATUS.json
PatchCore_harmonised448,visa,0,1,macaroni2,resize 448 / imagesize 448,392x392,0.5104166666666666,0.002205980347033911,0.8994723936109855,30732800,4.14,D:\STUDY\My_github\reference-matching-interaction-ad\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines_harmonised_20260922\patchcore_raw\harmonised448\visa_s0_k1\predictions\mvtec_macaroni2.npz,05_baselines_harmonised_20260922,single-geometry member (short side 448)
PatchCore_native_official224,visa,0,1,macaroni2,resize 256 / imagesize 224,392x392,0.5104166666666666,0.0013544839349367553,0.8130185537439614,30732800,3.48,D:\STUDY\My_github\reference-matching-interaction-ad\outputs\patchcore\closeout_official224\visa_official224\visa_s0_k1\predictions\mvtec_macaroni2.npz,"outputs/patchcore (native dump, re-evaluated here)",NATIVE geometry - admitted only by the premise change recorded in A22_STATUS.json
PatchCore_native_local128,visa,0,1,macaroni2,resize 144 / imagesize 128,392x392,0.5104166666666666,0.0007176374888778443,0.6348698224342376,30732800,3.05,D:\STUDY\My_github\reference-matching-interaction-ad\outputs\patchcore\closeout\visa_closeout\visa_s0_k1\predictions\mvtec_macaroni2.npz,"outputs/patchcore (native dump, re-evaluated here)",NATIVE geometry - admitted only by the premise change recorded in A22_STATUS.json
PatchCore_harmonised448,visa,0,1,pcb1,resize 448 / imagesize 448,392x393,0.5983254459410267,0.48809804476499613,0.9691194786483328,30811200,4.1,D:\STUDY\My_github\reference-matching-interaction-ad\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines_harmonised_20260922\patchcore_raw\harmonised448\visa_s0_k1\predictions\mvtec_pcb1.npz,05_baselines_harmonised_20260922,single-geometry member (short side 448)
PatchCore_native_official224,visa,0,1,pcb1,resize 256 / imagesize 224,392x393,0.5983254459410267,0.33139330538541517,0.9546819485894693,30811200,3.54,D:\STUDY\My_github\reference-matching-interaction-ad\outputs\patchcore\closeout_official224\visa_official224\visa_s0_k1\predictions\mvtec_pcb1.npz,"outputs/patchcore (native dump, re-evaluated here)",NATIVE geometry - admitted only by the premise change recorded in A22_STATUS.json
PatchCore_native_local128,visa,0,1,pcb1,resize 144 / imagesize 128,392x393,0.5983254459410267,0.16676400100178457,0.9333060501437059,30811200,3.3,D:\STUDY\My_github\reference-matching-interaction-ad\outputs\patchcore\closeout\visa_closeout\visa_s0_k1\predictions\mvtec_pcb1.npz,"outputs/patchcore (native dump, re-evaluated here)",NATIVE geometry - admitted only by the premise change recorded in A22_STATUS.json
PatchCore_harmonised448,visa,0,1,pcb2,resize 448 / imagesize 448,392x393,0.5983254459410267,0.3194229284774467,0.9493535308839933,30811200,3.8,D:\STUDY\My_github\reference-matching-interaction-ad\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines_harmonised_20260922\patchcore_raw\harmonised448\visa_s0_k1\predictions\mvtec_pcb2.npz,05_baselines_harmonised_20260922,single-geometry member (short side 448)
PatchCore_native_official224,visa,0,1,pcb2,resize 256 / imagesize 224,392x393,0.5983254459410267,0.07092120068448961,0.9104629658853075,30811200,2.98,D:\STUDY\My_github\reference-matching-interaction-ad\outputs\patchcore\closeout_official224\visa_official224\visa_s0_k1\predictions\mvtec_pcb2.npz,"outputs/patchcore (native dump, re-evaluated here)",NATIVE geometry - admitted only by the premise change recorded in A22_STATUS.json
PatchCore_native_local128,visa,0,1,pcb2,resize 144 / imagesize 128,392x393,0.5983254459410267,0.027219549986001804,0.8580033721866464,30811200,3.46,D:\STUDY\My_github\reference-matching-interaction-ad\outputs\patchcore\closeout\visa_closeout\visa_s0_k1\predictions\mvtec_pcb2.npz,"outputs/patchcore (native dump, re-evaluated here)",NATIVE geometry - admitted only by the premise change recorded in A22_STATUS.json
PatchCore_harmonised448,visa,0,1,pcb3,resize 448 / imagesize 448,392x393,0.47180103550295865,0.5137266791990118,0.9851466618057578,30965256,4.45,D:\STUDY\My_github\reference-matching-interaction-ad\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines_harmonised_20260922\patchcore_raw\harmonised448\visa_s0_k1\predictions\mvtec_pcb3.npz,05_baselines_harmonised_20260922,single-geometry member (short side 448)
PatchCore_native_official224,visa,0,1,pcb3,resize 256 / imagesize 224,392x393,0.47180103550295865,0.39614130783965945,0.9686489110246999,30965256,4.27,D:\STUDY\My_github\reference-matching-interaction-ad\outputs\patchcore\closeout_official224\visa_official224\visa_s0_k1\predictions\mvtec_pcb3.npz,"outputs/patchcore (native dump, re-evaluated here)",NATIVE geometry - admitted only by the premise change recorded in A22_STATUS.json
PatchCore_native_local128,visa,0,1,pcb3,resize 144 / imagesize 128,392x393,0.47180103550295865,0.24778132288011978,0.907842762012384,30965256,3.37,D:\STUDY\My_github\reference-matching-interaction-ad\outputs\patchcore\closeout\visa_closeout\visa_s0_k1\predictions\mvtec_pcb3.npz,"outputs/patchcore (native dump, re-evaluated here)",NATIVE geometry - admitted only by the premise change recorded in A22_STATUS.json
PatchCore_harmonised448,visa,0,1,pcb4,resize 448 / imagesize 448,392x393,0.6299199738690185,0.19446198643248724,0.9232066582886201,30965256,3.87,D:\STUDY\My_github\reference-matching-interaction-ad\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines_harmonised_20260922\patchcore_raw\harmonised448\visa_s0_k1\predictions\mvtec_pcb4.npz,05_baselines_harmonised_20260922,single-geometry member (short side 448)
PatchCore_native_official224,visa,0,1,pcb4,resize 256 / imagesize 224,392x393,0.6299199738690185,0.23534096986544178,0.8800036092765032,30965256,3.71,D:\STUDY\My_github\reference-matching-interaction-ad\outputs\patchcore\closeout_official224\visa_official224\visa_s0_k1\predictions\mvtec_pcb4.npz,"outputs/patchcore (native dump, re-evaluated here)",NATIVE geometry - admitted only by the premise change recorded in A22_STATUS.json
PatchCore_native_local128,visa,0,1,pcb4,resize 144 / imagesize 128,392x393,0.6299199738690185,0.10250973839631955,0.7812800571650609,30965256,2.86,D:\STUDY\My_github\reference-matching-interaction-ad\outputs\patchcore\closeout\visa_closeout\visa_s0_k1\predictions\mvtec_pcb4.npz,"outputs/patchcore (native dump, re-evaluated here)",NATIVE geometry - admitted only by the premise change recorded in A22_STATUS.json
PatchCore_harmonised448,visa,0,1,pipe_fryum,resize 448 / imagesize 448,392x393,0.6819058641975307,0.4771569784799125,0.9743083687724009,23108400,3.76,D:\STUDY\My_github\reference-matching-interaction-ad\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines_harmonised_20260922\patchcore_raw\harmonised448\visa_s0_k1\predictions\mvtec_pipe_fryum.npz,05_baselines_harmonised_20260922,single-geometry member (short side 448)
PatchCore_native_official224,visa,0,1,pipe_fryum,resize 256 / imagesize 224,392x393,0.6819058641975307,0.5752650181965433,0.9802518389907534,23108400,3.25,D:\STUDY\My_github\reference-matching-interaction-ad\outputs\patchcore\closeout_official224\visa_official224\visa_s0_k1\predictions\mvtec_pipe_fryum.npz,"outputs/patchcore (native dump, re-evaluated here)",NATIVE geometry - admitted only by the premise change recorded in A22_STATUS.json
PatchCore_native_local128,visa,0,1,pipe_fryum,resize 144 / imagesize 128,392x393,0.6819058641975307,0.6875442568164015,0.9865584134813147,23108400,2.43,D:\STUDY\My_github\reference-matching-interaction-ad\outputs\patchcore\closeout\visa_closeout\visa_s0_k1\predictions\mvtec_pipe_fryum.npz,"outputs/patchcore (native dump, re-evaluated here)",NATIVE geometry - admitted only by the premise change recorded in A22_STATUS.json
