dataset,seed,shot,method,category,pixel_ap,pixel_auroc,image_ap,image_auroc
mvtec,0,1,A1_J,screw,0.21020820618262367,0.9317676914815716,0.8858857674852758,0.7483090797294527
mvtec,0,1,A1_J,tile,0.6378903711815888,0.9635564517152962,0.999718220621582,0.9992784992784993
mvtec,0,1,A1_J,toothbrush,0.6058505632588529,0.9911376627552325,0.994967320261438,0.9861111111111112
mvtec,0,1,A1_J,transistor,0.444050130564732,0.8838370858724497,0.8806030450659602,0.91625
mvtec,0,1,A1_J,wood,0.6905636083484462,0.9594712980879665,1.0,1.0
mvtec,0,1,A1_J,zipper,0.44058473684766336,0.9406431793731324,0.9963306054432601,0.9847689075630253
mvtec,0,1,TRI_J,bottle,0.8325252766967417,0.9887921988422858,1.0,1.0
mvtec,0,1,TRI_J,cable,0.6440506230350939,0.9411852996004639,0.9530302923076173,0.9113568215892054
mvtec,0,1,TRI_J,capsule,0.4945563858586646,0.9789111420681674,0.9798443562513719,0.9146390107698444
mvtec,0,1,TRI_J,carpet,0.6116816135231445,0.9925224153683003,1.0,1.0
mvtec,0,1,TRI_J,grid,0.46560448367164525,0.9934674175668698,1.0,1.0
mvtec,0,1,TRI_J,hazelnut,0.7877496155246199,0.9939811463512462,0.9675326773892123,0.9360714285714286
mvtec,0,1,TRI_J,leather,0.344183572239305,0.991744284759807,1.0,1.0
mvtec,0,1,TRI_J,metal_nut,0.7379319413800984,0.9609959603831681,0.9987436133001552,0.9946236559139785
mvtec,0,1,TRI_J,pill,0.6727867571339148,0.9574193978092193,0.9909244741699896,0.9498090561920349
mvtec,0,1,TRI_J,screw,0.18507508943865972,0.920858340601999,0.8914800215610027,0.7583521213363394
mvtec,0,1,TRI_J,tile,0.6261871240473947,0.962241276831308,1.0,1.0
mvtec,0,1,TRI_J,toothbrush,0.609523053906585,0.9924199065646573,0.9979166666666666,0.9944444444444445
mvtec,0,1,TRI_J,transistor,0.473848374066158,0.8867901211444399,0.8968693899188073,0.92375
mvtec,0,1,TRI_J,wood,0.6935892081796987,0.9582697215939783,0.9992063492063492,0.9973684210526316
mvtec,0,1,TRI_J,zipper,0.4388498154866463,0.9314625617382674,0.9975047524645189,0.9894957983193278
mvtec,0,1,BAL_J,bottle,0.8311128258686896,0.9887043326335937,0.9997519841269842,0.9992063492063492
mvtec,0,1,BAL_J,cable,0.6452620773527146,0.9535484351120075,0.9578292087214051,0.9227886056971514
mvtec,0,1,BAL_J,capsule,0.4972202235026509,0.9802896771292076,0.9852538155958375,0.9357798165137615
mvtec,0,1,BAL_J,carpet,0.632094364912401,0.9930072762845622,1.0,1.0
mvtec,0,1,BAL_J,grid,0.4552581554048031,0.9931851886497884,1.0,1.0
mvtec,0,1,BAL_J,hazelnut,0.7606854531418432,0.994103469046404,0.9743584541229255,0.9517857142857142
mvtec,0,1,BAL_J,leather,0.3171697585679191,0.9914536365628757,1.0,1.0
mvtec,0,1,BAL_J,metal_nut,0.7580839395555065,0.964442841203106,0.99943148114635,0.9975562072336266
mvtec,0,1,BAL_J,pill,0.6982147562268765,0.9623897223207696,0.993051828462078,0.9618112384069831
