dataset,seed,shot,category,construction,image_index,sample_id,n_pairs,l_correct_j_wrong,l_wrong_j_correct,l_correct_j_wrong_rate,l_wrong_j_correct_rate
mvtec,0,1,bottle,DUP,18,bottle/test/broken_large/018.png,4096,34,31,0.00830078125,0.007568359375
mvtec,0,1,bottle,DUP,19,bottle/test/broken_large/019.png,4096,11,64,0.002685546875,0.015625
mvtec,0,1,bottle,DUP,20,bottle/test/broken_small/000.png,1088,12,5,0.011029411764705883,0.004595588235294118
mvtec,0,1,bottle,DUP,21,bottle/test/broken_small/001.png,1984,10,1,0.005040322580645161,0.0005040322580645161
mvtec,0,1,bottle,DUP,22,bottle/test/broken_small/002.png,3584,15,16,0.004185267857142857,0.004464285714285714
mvtec,0,1,bottle,DUP,23,bottle/test/broken_small/003.png,4096,28,22,0.0068359375,0.00537109375
mvtec,0,1,bottle,DUP,24,bottle/test/broken_small/004.png,3392,8,5,0.0023584905660377358,0.001474056603773585
mvtec,0,1,bottle,DUP,25,bottle/test/broken_small/005.png,1792,5,9,0.0027901785714285715,0.005022321428571429
mvtec,0,1,bottle,DUP,26,bottle/test/broken_small/006.png,2816,14,13,0.004971590909090909,0.004616477272727273
mvtec,0,1,bottle,DUP,27,bottle/test/broken_small/007.png,2176,10,9,0.004595588235294118,0.004136029411764706
mvtec,0,1,bottle,DUP,28,bottle/test/broken_small/008.png,2368,5,6,0.0021114864864864866,0.002533783783783784
mvtec,0,1,bottle,DUP,29,bottle/test/broken_small/009.png,2304,10,5,0.004340277777777778,0.002170138888888889
mvtec,0,1,bottle,DUP,30,bottle/test/broken_small/010.png,4096,8,16,0.001953125,0.00390625
mvtec,0,1,bottle,DUP,31,bottle/test/broken_small/011.png,2176,0,6,0.0,0.0027573529411764708
mvtec,0,1,bottle,DUP,32,bottle/test/broken_small/012.png,4096,33,26,0.008056640625,0.00634765625
mvtec,0,1,bottle,DUP,33,bottle/test/broken_small/013.png,3328,19,44,0.005709134615384615,0.013221153846153846
mvtec,0,1,bottle,DUP,34,bottle/test/broken_small/014.png,1792,7,2,0.00390625,0.0011160714285714285
mvtec,0,1,bottle,DUP,35,bottle/test/broken_small/015.png,1920,0,4,0.0,0.0020833333333333333
mvtec,0,1,bottle,DUP,36,bottle/test/broken_small/016.png,2432,12,5,0.004934210526315789,0.002055921052631579
mvtec,0,1,bottle,DUP,37,bottle/test/broken_small/017.png,2432,18,11,0.007401315789473684,0.004523026315789474
mvtec,0,1,bottle,DUP,38,bottle/test/broken_small/018.png,4096,26,15,0.00634765625,0.003662109375
mvtec,0,1,bottle,DUP,39,bottle/test/broken_small/019.png,2880,7,10,0.0024305555555555556,0.003472222222222222
mvtec,0,1,bottle,DUP,40,bottle/test/broken_small/020.png,3456,17,19,0.004918981481481482,0.005497685185185185
mvtec,0,1,bottle,DUP,41,bottle/test/broken_small/021.png,2048,9,6,0.00439453125,0.0029296875
mvtec,0,1,bottle,DUP,42,bottle/test/contamination/000.png,4096,5,0,0.001220703125,0.0
mvtec,0,1,bottle,DUP,43,bottle/test/contamination/001.png,4096,5,14,0.001220703125,0.00341796875
mvtec,0,1,bottle,DUP,44,bottle/test/contamination/002.png,1920,9,5,0.0046875,0.0026041666666666665
mvtec,0,1,bottle,DUP,45,bottle/test/contamination/003.png,2752,17,7,0.0061773255813953485,0.002543604651162791
mvtec,0,1,bottle,DUP,46,bottle/test/contamination/004.png,2240,9,16,0.0040178571428571425,0.007142857142857143
mvtec,0,1,bottle,DUP,47,bottle/test/contamination/005.png,4096,9,7,0.002197265625,0.001708984375
mvtec,0,1,bottle,DUP,48,bottle/test/contamination/006.png,4096,18,17,0.00439453125,0.004150390625
mvtec,0,1,bottle,DUP,49,bottle/test/contamination/007.png,4096,11,0,0.002685546875,0.0
mvtec,0,1,bottle,DUP,50,bottle/test/contamination/008.png,4096,10,33,0.00244140625,0.008056640625
mvtec,0,1,bottle,DUP,51,bottle/test/contamination/009.png,4096,10,27,0.00244140625,0.006591796875
mvtec,0,1,bottle,DUP,52,bottle/test/contamination/010.png,4096,18,34,0.00439453125,0.00830078125
mvtec,0,1,bottle,DUP,53,bottle/test/contamination/011.png,4096,11,10,0.002685546875,0.00244140625
mvtec,0,1,bottle,DUP,54,bottle/test/contamination/012.png,4096,11,21,0.002685546875,0.005126953125
mvtec,0,1,bottle,DUP,55,bottle/test/contamination/013.png,4096,6,12,0.00146484375,0.0029296875
mvtec,0,1,bottle,DUP,56,bottle/test/contamination/014.png,1472,1,4,0.0006793478260869565,0.002717391304347826
mvtec,0,1,bottle,DUP,57,bottle/test/contamination/015.png,4096,26,2,0.00634765625,0.00048828125
mvtec,0,1,bottle,DUP,58,bottle/test/contamination/016.png,4096,36,24,0.0087890625,0.005859375
mvtec,0,1,bottle,DUP,59,bottle/test/contamination/017.png,4096,1,2,0.000244140625,0.00048828125
mvtec,0,1,bottle,DUP,60,bottle/test/contamination/018.png,1280,0,0,0.0,0.0
mvtec,0,1,bottle,DUP,61,bottle/test/contamination/019.png,3200,27,27,0.0084375,0.0084375
mvtec,0,1,bottle,DUP,62,bottle/test/contamination/020.png,4096,26,15,0.00634765625,0.003662109375
mvtec,0,1,bottle,DUP,63,bottle/test/good/000.png,0,0,0,,
mvtec,0,1,bottle,DUP,64,bottle/test/good/001.png,0,0,0,,
mvtec,0,1,bottle,DUP,65,bottle/test/good/002.png,0,0,0,,
mvtec,0,1,bottle,DUP,66,bottle/test/good/003.png,0,0,0,,
mvtec,0,1,bottle,DUP,67,bottle/test/good/004.png,0,0,0,,
mvtec,0,1,bottle,DUP,68,bottle/test/good/005.png,0,0,0,,
mvtec,0,1,bottle,DUP,69,bottle/test/good/006.png,0,0,0,,
mvtec,0,1,bottle,DUP,70,bottle/test/good/007.png,0,0,0,,
mvtec,0,1,bottle,DUP,71,bottle/test/good/008.png,0,0,0,,
mvtec,0,1,bottle,DUP,72,bottle/test/good/009.png,0,0,0,,
mvtec,0,1,bottle,DUP,73,bottle/test/good/010.png,0,0,0,,
mvtec,0,1,bottle,DUP,74,bottle/test/good/011.png,0,0,0,,
mvtec,0,1,bottle,DUP,75,bottle/test/good/012.png,0,0,0,,
mvtec,0,1,bottle,DUP,76,bottle/test/good/013.png,0,0,0,,
mvtec,0,1,bottle,DUP,77,bottle/test/good/014.png,0,0,0,,
mvtec,0,1,bottle,DUP,78,bottle/test/good/015.png,0,0,0,,
mvtec,0,1,bottle,DUP,79,bottle/test/good/016.png,0,0,0,,
mvtec,0,1,bottle,DUP,80,bottle/test/good/017.png,0,0,0,,
mvtec,0,1,bottle,DUP,81,bottle/test/good/018.png,0,0,0,,
mvtec,0,1,bottle,DUP,82,bottle/test/good/019.png,0,0,0,,
mvtec,0,1,cable,A1,0,cable/test/bent_wire/000.png,2880,16,20,0.005555555555555556,0.006944444444444444
mvtec,0,1,cable,A1,1,cable/test/bent_wire/001.png,1728,7,14,0.004050925925925926,0.008101851851851851
mvtec,0,1,cable,A1,2,cable/test/bent_wire/002.png,3456,14,13,0.004050925925925926,0.003761574074074074
mvtec,0,1,cable,A1,3,cable/test/bent_wire/003.png,1664,16,9,0.009615384615384616,0.005408653846153846
mvtec,0,1,cable,A1,4,cable/test/bent_wire/004.png,4032,6,29,0.001488095238095238,0.007192460317460317
mvtec,0,1,cable,A1,5,cable/test/bent_wire/005.png,3776,13,14,0.0034427966101694915,0.003707627118644068
mvtec,0,1,cable,A1,6,cable/test/bent_wire/006.png,4096,17,28,0.004150390625,0.0068359375
mvtec,0,1,cable,A1,7,cable/test/bent_wire/007.png,4096,17,51,0.004150390625,0.012451171875
mvtec,0,1,cable,A1,8,cable/test/bent_wire/008.png,2112,5,20,0.0023674242424242425,0.00946969696969697
mvtec,0,1,cable,A1,9,cable/test/bent_wire/009.png,4096,9,20,0.002197265625,0.0048828125
mvtec,0,1,cable,A1,10,cable/test/bent_wire/010.png,4096,4,16,0.0009765625,0.00390625
mvtec,0,1,cable,A1,11,cable/test/bent_wire/011.png,4096,11,3,0.002685546875,0.000732421875
mvtec,0,1,cable,A1,12,cable/test/bent_wire/012.png,4096,17,43,0.004150390625,0.010498046875
mvtec,0,1,cable,A1,13,cable/test/cable_swap/000.png,4096,125,249,0.030517578125,0.060791015625
mvtec,0,1,cable,A1,14,cable/test/cable_swap/001.png,4096,102,181,0.02490234375,0.044189453125
mvtec,0,1,cable,A1,15,cable/test/cable_swap/002.png,4096,156,231,0.0380859375,0.056396484375
mvtec,0,1,cable,A1,16,cable/test/cable_swap/003.png,4096,253,179,0.061767578125,0.043701171875
mvtec,0,1,cable,A1,17,cable/test/cable_swap/004.png,4096,138,137,0.03369140625,0.033447265625
mvtec,0,1,cable,A1,18,cable/test/cable_swap/005.png,4096,105,231,0.025634765625,0.056396484375
mvtec,0,1,cable,A1,19,cable/test/cable_swap/006.png,4096,145,228,0.035400390625,0.0556640625
mvtec,0,1,cable,A1,20,cable/test/cable_swap/007.png,4096,184,246,0.044921875,0.06005859375
mvtec,0,1,cable,A1,21,cable/test/cable_swap/008.png,4096,174,157,0.04248046875,0.038330078125
mvtec,0,1,cable,A1,22,cable/test/cable_swap/009.png,4096,173,226,0.042236328125,0.05517578125
mvtec,0,1,cable,A1,23,cable/test/cable_swap/010.png,4096,152,260,0.037109375,0.0634765625
mvtec,0,1,cable,A1,24,cable/test/cable_swap/011.png,4096,249,156,0.060791015625,0.0380859375
mvtec,0,1,cable,A1,25,cable/test/combined/000.png,4096,20,20,0.0048828125,0.0048828125
mvtec,0,1,cable,A1,26,cable/test/combined/001.png,4096,16,21,0.00390625,0.005126953125
mvtec,0,1,cable,A1,27,cable/test/combined/002.png,3008,4,39,0.0013297872340425532,0.012965425531914893
mvtec,0,1,cable,A1,28,cable/test/combined/003.png,4096,76,33,0.0185546875,0.008056640625
mvtec,0,1,cable,A1,29,cable/test/combined/004.png,4096,65,79,0.015869140625,0.019287109375
mvtec,0,1,cable,A1,30,cable/test/combined/005.png,4096,85,106,0.020751953125,0.02587890625
mvtec,0,1,cable,A1,31,cable/test/combined/006.png,4096,33,126,0.008056640625,0.03076171875
mvtec,0,1,cable,A1,32,cable/test/combined/007.png,4096,98,165,0.02392578125,0.040283203125
mvtec,0,1,cable,A1,33,cable/test/combined/008.png,4096,11,18,0.002685546875,0.00439453125
mvtec,0,1,cable,A1,34,cable/test/combined/009.png,4096,158,123,0.03857421875,0.030029296875
mvtec,0,1,cable,A1,35,cable/test/combined/010.png,4096,44,64,0.0107421875,0.015625
mvtec,0,1,cable,A1,36,cable/test/cut_inner_insulation/000.png,3392,61,50,0.017983490566037735,0.01474056603773585
mvtec,0,1,cable,A1,37,cable/test/cut_inner_insulation/001.png,2944,53,9,0.018002717391304348,0.0030570652173913045
mvtec,0,1,cable,A1,38,cable/test/cut_inner_insulation/002.png,2880,35,22,0.012152777777777778,0.007638888888888889
mvtec,0,1,cable,A1,39,cable/test/cut_inner_insulation/003.png,4096,91,87,0.022216796875,0.021240234375
mvtec,0,1,cable,A1,40,cable/test/cut_inner_insulation/004.png,4032,47,82,0.011656746031746032,0.020337301587301588
mvtec,0,1,cable,A1,41,cable/test/cut_inner_insulation/005.png,2880,66,20,0.022916666666666665,0.006944444444444444
mvtec,0,1,cable,A1,42,cable/test/cut_inner_insulation/006.png,2240,47,19,0.020982142857142855,0.008482142857142856
mvtec,0,1,cable,A1,43,cable/test/cut_inner_insulation/007.png,4096,167,63,0.040771484375,0.015380859375
mvtec,0,1,cable,A1,44,cable/test/cut_inner_insulation/008.png,2880,51,54,0.017708333333333333,0.01875
mvtec,0,1,cable,A1,45,cable/test/cut_inner_insulation/009.png,4096,112,61,0.02734375,0.014892578125
mvtec,0,1,cable,A1,46,cable/test/cut_inner_insulation/010.png,3264,54,38,0.016544117647058824,0.011642156862745098
mvtec,0,1,cable,A1,47,cable/test/cut_inner_insulation/011.png,4096,111,38,0.027099609375,0.00927734375
mvtec,0,1,cable,A1,48,cable/test/cut_inner_insulation/012.png,4096,55,86,0.013427734375,0.02099609375
mvtec,0,1,cable,A1,49,cable/test/cut_inner_insulation/013.png,3072,123,63,0.0400390625,0.0205078125
mvtec,0,1,cable,A1,50,cable/test/cut_outer_insulation/000.png,2432,20,43,0.008223684210526315,0.01768092105263158
mvtec,0,1,cable,A1,51,cable/test/cut_outer_insulation/001.png,1024,6,3,0.005859375,0.0029296875
mvtec,0,1,cable,A1,52,cable/test/cut_outer_insulation/002.png,1600,7,21,0.004375,0.013125
mvtec,0,1,cable,A1,53,cable/test/cut_outer_insulation/003.png,1216,15,31,0.012335526315789474,0.02549342105263158
mvtec,0,1,cable,A1,54,cable/test/cut_outer_insulation/004.png,3456,57,141,0.016493055555555556,0.04079861111111111
mvtec,0,1,cable,A1,55,cable/test/cut_outer_insulation/005.png,960,0,0,0.0,0.0
mvtec,0,1,cable,A1,56,cable/test/cut_outer_insulation/006.png,1600,17,17,0.010625,0.010625
mvtec,0,1,cable,A1,57,cable/test/cut_outer_insulation/007.png,3328,88,69,0.026442307692307692,0.020733173076923076
mvtec,0,1,cable,A1,58,cable/test/cut_outer_insulation/008.png,3648,80,103,0.021929824561403508,0.02823464912280702
mvtec,0,1,cable,A1,59,cable/test/cut_outer_insulation/009.png,1728,38,25,0.02199074074074074,0.014467592592592593
mvtec,0,1,cable,A1,60,cable/test/good/000.png,0,0,0,,
mvtec,0,1,cable,A1,61,cable/test/good/001.png,0,0,0,,
mvtec,0,1,cable,A1,62,cable/test/good/002.png,0,0,0,,
mvtec,0,1,cable,A1,63,cable/test/good/003.png,0,0,0,,
mvtec,0,1,cable,A1,64,cable/test/good/004.png,0,0,0,,
mvtec,0,1,cable,A1,65,cable/test/good/005.png,0,0,0,,
mvtec,0,1,cable,A1,66,cable/test/good/006.png,0,0,0,,
mvtec,0,1,cable,A1,67,cable/test/good/007.png,0,0,0,,
mvtec,0,1,cable,A1,68,cable/test/good/008.png,0,0,0,,
mvtec,0,1,cable,A1,69,cable/test/good/009.png,0,0,0,,
mvtec,0,1,cable,A1,70,cable/test/good/010.png,0,0,0,,
mvtec,0,1,cable,A1,71,cable/test/good/011.png,0,0,0,,
mvtec,0,1,cable,A1,72,cable/test/good/012.png,0,0,0,,
mvtec,0,1,cable,A1,73,cable/test/good/013.png,0,0,0,,
mvtec,0,1,cable,A1,74,cable/test/good/014.png,0,0,0,,
mvtec,0,1,cable,A1,75,cable/test/good/015.png,0,0,0,,
mvtec,0,1,cable,A1,76,cable/test/good/016.png,0,0,0,,
mvtec,0,1,cable,A1,77,cable/test/good/017.png,0,0,0,,
mvtec,0,1,cable,A1,78,cable/test/good/018.png,0,0,0,,
mvtec,0,1,cable,A1,79,cable/test/good/019.png,0,0,0,,
mvtec,0,1,cable,A1,80,cable/test/good/020.png,0,0,0,,
mvtec,0,1,cable,A1,81,cable/test/good/021.png,0,0,0,,
mvtec,0,1,cable,A1,82,cable/test/good/022.png,0,0,0,,
mvtec,0,1,cable,A1,83,cable/test/good/023.png,0,0,0,,
mvtec,0,1,cable,A1,84,cable/test/good/024.png,0,0,0,,
mvtec,0,1,cable,A1,85,cable/test/good/025.png,0,0,0,,
mvtec,0,1,cable,A1,86,cable/test/good/026.png,0,0,0,,
mvtec,0,1,cable,A1,87,cable/test/good/027.png,0,0,0,,
mvtec,0,1,cable,A1,88,cable/test/good/028.png,0,0,0,,
mvtec,0,1,cable,A1,89,cable/test/good/029.png,0,0,0,,
mvtec,0,1,cable,A1,90,cable/test/good/030.png,0,0,0,,
mvtec,0,1,cable,A1,91,cable/test/good/031.png,0,0,0,,
mvtec,0,1,cable,A1,92,cable/test/good/032.png,0,0,0,,
mvtec,0,1,cable,A1,93,cable/test/good/033.png,0,0,0,,
mvtec,0,1,cable,A1,94,cable/test/good/034.png,0,0,0,,
mvtec,0,1,cable,A1,95,cable/test/good/035.png,0,0,0,,
mvtec,0,1,cable,A1,96,cable/test/good/036.png,0,0,0,,
mvtec,0,1,cable,A1,97,cable/test/good/037.png,0,0,0,,
mvtec,0,1,cable,A1,98,cable/test/good/038.png,0,0,0,,
mvtec,0,1,cable,A1,99,cable/test/good/039.png,0,0,0,,
mvtec,0,1,cable,A1,100,cable/test/good/040.png,0,0,0,,
mvtec,0,1,cable,A1,101,cable/test/good/041.png,0,0,0,,
mvtec,0,1,cable,A1,102,cable/test/good/042.png,0,0,0,,
mvtec,0,1,cable,A1,103,cable/test/good/043.png,0,0,0,,
mvtec,0,1,cable,A1,104,cable/test/good/044.png,0,0,0,,
mvtec,0,1,cable,A1,105,cable/test/good/045.png,0,0,0,,
mvtec,0,1,cable,A1,106,cable/test/good/046.png,0,0,0,,
mvtec,0,1,cable,A1,107,cable/test/good/047.png,0,0,0,,
mvtec,0,1,cable,A1,108,cable/test/good/048.png,0,0,0,,
mvtec,0,1,cable,A1,109,cable/test/good/049.png,0,0,0,,
mvtec,0,1,cable,A1,110,cable/test/good/050.png,0,0,0,,
mvtec,0,1,cable,A1,111,cable/test/good/051.png,0,0,0,,
mvtec,0,1,cable,A1,112,cable/test/good/052.png,0,0,0,,
mvtec,0,1,cable,A1,113,cable/test/good/053.png,0,0,0,,
mvtec,0,1,cable,A1,114,cable/test/good/054.png,0,0,0,,
mvtec,0,1,cable,A1,115,cable/test/good/055.png,0,0,0,,
mvtec,0,1,cable,A1,116,cable/test/good/056.png,0,0,0,,
mvtec,0,1,cable,A1,117,cable/test/good/057.png,0,0,0,,
mvtec,0,1,cable,A1,118,cable/test/missing_cable/000.png,4096,41,27,0.010009765625,0.006591796875
mvtec,0,1,cable,A1,119,cable/test/missing_cable/001.png,4096,10,36,0.00244140625,0.0087890625
mvtec,0,1,cable,A1,120,cable/test/missing_cable/002.png,4096,34,37,0.00830078125,0.009033203125
mvtec,0,1,cable,A1,121,cable/test/missing_cable/003.png,4096,45,36,0.010986328125,0.0087890625
mvtec,0,1,cable,A1,122,cable/test/missing_cable/004.png,4096,35,45,0.008544921875,0.010986328125
mvtec,0,1,cable,A1,123,cable/test/missing_cable/005.png,4096,32,82,0.0078125,0.02001953125
mvtec,0,1,cable,A1,124,cable/test/missing_cable/006.png,4096,5,37,0.001220703125,0.009033203125
mvtec,0,1,cable,A1,125,cable/test/missing_cable/007.png,4096,17,26,0.004150390625,0.00634765625
mvtec,0,1,cable,A1,126,cable/test/missing_cable/008.png,4096,24,30,0.005859375,0.00732421875
mvtec,0,1,cable,A1,127,cable/test/missing_cable/009.png,4096,12,43,0.0029296875,0.010498046875
mvtec,0,1,cable,A1,128,cable/test/missing_cable/010.png,4096,33,33,0.008056640625,0.008056640625
mvtec,0,1,cable,A1,129,cable/test/missing_cable/011.png,4096,24,42,0.005859375,0.01025390625
mvtec,0,1,cable,A1,130,cable/test/missing_wire/000.png,2112,85,80,0.04024621212121212,0.03787878787878788
mvtec,0,1,cable,A1,131,cable/test/missing_wire/001.png,1920,35,49,0.018229166666666668,0.025520833333333333
mvtec,0,1,cable,A1,132,cable/test/missing_wire/002.png,1920,48,38,0.025,0.019791666666666666
mvtec,0,1,cable,A1,133,cable/test/missing_wire/003.png,4032,60,20,0.01488095238095238,0.00496031746031746
mvtec,0,1,cable,A1,134,cable/test/missing_wire/004.png,4096,31,112,0.007568359375,0.02734375
mvtec,0,1,cable,A1,135,cable/test/missing_wire/005.png,1920,10,4,0.005208333333333333,0.0020833333333333333
mvtec,0,1,cable,A1,136,cable/test/missing_wire/006.png,1856,50,56,0.02693965517241379,0.03017241379310345
mvtec,0,1,cable,A1,137,cable/test/missing_wire/007.png,2112,81,24,0.03835227272727273,0.011363636363636364
mvtec,0,1,cable,A1,138,cable/test/missing_wire/008.png,2048,28,44,0.013671875,0.021484375
mvtec,0,1,cable,A1,139,cable/test/missing_wire/009.png,1920,4,6,0.0020833333333333333,0.003125
mvtec,0,1,cable,A1,140,cable/test/poke_insulation/000.png,960,32,4,0.03333333333333333,0.004166666666666667
mvtec,0,1,cable,A1,141,cable/test/poke_insulation/001.png,3264,25,8,0.007659313725490196,0.0024509803921568627
mvtec,0,1,cable,A1,142,cable/test/poke_insulation/002.png,384,4,2,0.010416666666666666,0.005208333333333333
mvtec,0,1,cable,A1,143,cable/test/poke_insulation/003.png,2176,1,8,0.00045955882352941176,0.003676470588235294
mvtec,0,1,cable,A1,144,cable/test/poke_insulation/004.png,3072,77,42,0.025065104166666668,0.013671875
mvtec,0,1,cable,A1,145,cable/test/poke_insulation/005.png,1664,3,7,0.0018028846153846155,0.004206730769230769
mvtec,0,1,cable,A1,146,cable/test/poke_insulation/006.png,2880,58,13,0.02013888888888889,0.0045138888888888885
mvtec,0,1,cable,A1,147,cable/test/poke_insulation/007.png,4096,41,78,0.010009765625,0.01904296875
mvtec,0,1,cable,A1,148,cable/test/poke_insulation/008.png,3968,36,47,0.009072580645161291,0.011844758064516129
mvtec,0,1,cable,A1,149,cable/test/poke_insulation/009.png,3456,37,34,0.01070601851851852,0.009837962962962963
mvtec,0,1,cable,TRI,0,cable/test/bent_wire/000.png,2880,17,14,0.005902777777777778,0.004861111111111111
mvtec,0,1,cable,TRI,1,cable/test/bent_wire/001.png,1728,7,11,0.004050925925925926,0.00636574074074074
mvtec,0,1,cable,TRI,2,cable/test/bent_wire/002.png,3456,18,10,0.005208333333333333,0.0028935185185185184
mvtec,0,1,cable,TRI,3,cable/test/bent_wire/003.png,1664,4,5,0.002403846153846154,0.0030048076923076925
mvtec,0,1,cable,TRI,4,cable/test/bent_wire/004.png,4032,8,6,0.001984126984126984,0.001488095238095238
mvtec,0,1,cable,TRI,5,cable/test/bent_wire/005.png,3776,16,17,0.00423728813559322,0.004502118644067797
mvtec,0,1,cable,TRI,6,cable/test/bent_wire/006.png,4096,14,7,0.00341796875,0.001708984375
mvtec,0,1,cable,TRI,7,cable/test/bent_wire/007.png,4096,25,23,0.006103515625,0.005615234375
mvtec,0,1,cable,TRI,8,cable/test/bent_wire/008.png,2112,8,4,0.003787878787878788,0.001893939393939394
mvtec,0,1,cable,TRI,9,cable/test/bent_wire/009.png,4096,6,14,0.00146484375,0.00341796875
mvtec,0,1,cable,TRI,10,cable/test/bent_wire/010.png,4096,3,7,0.000732421875,0.001708984375
mvtec,0,1,cable,TRI,11,cable/test/bent_wire/011.png,4096,5,4,0.001220703125,0.0009765625
mvtec,0,1,cable,TRI,12,cable/test/bent_wire/012.png,4096,14,10,0.00341796875,0.00244140625
mvtec,0,1,cable,TRI,13,cable/test/cable_swap/000.png,4096,137,172,0.033447265625,0.0419921875
mvtec,0,1,cable,TRI,14,cable/test/cable_swap/001.png,4096,129,149,0.031494140625,0.036376953125
mvtec,0,1,cable,TRI,15,cable/test/cable_swap/002.png,4096,126,209,0.03076171875,0.051025390625
mvtec,0,1,cable,TRI,16,cable/test/cable_swap/003.png,4096,255,158,0.062255859375,0.03857421875
mvtec,0,1,cable,TRI,17,cable/test/cable_swap/004.png,4096,181,82,0.044189453125,0.02001953125
mvtec,0,1,cable,TRI,18,cable/test/cable_swap/005.png,4096,157,159,0.038330078125,0.038818359375
mvtec,0,1,cable,TRI,19,cable/test/cable_swap/006.png,4096,206,158,0.05029296875,0.03857421875
mvtec,0,1,cable,TRI,20,cable/test/cable_swap/007.png,4096,219,181,0.053466796875,0.044189453125
mvtec,0,1,cable,TRI,21,cable/test/cable_swap/008.png,4096,177,108,0.043212890625,0.0263671875
mvtec,0,1,cable,TRI,22,cable/test/cable_swap/009.png,4096,155,193,0.037841796875,0.047119140625
mvtec,0,1,cable,TRI,23,cable/test/cable_swap/010.png,4096,172,171,0.0419921875,0.041748046875
mvtec,0,1,cable,TRI,24,cable/test/cable_swap/011.png,4096,267,157,0.065185546875,0.038330078125
mvtec,0,1,cable,TRI,25,cable/test/combined/000.png,4096,27,8,0.006591796875,0.001953125
mvtec,0,1,cable,TRI,26,cable/test/combined/001.png,4096,13,9,0.003173828125,0.002197265625
mvtec,0,1,cable,TRI,27,cable/test/combined/002.png,3008,15,15,0.004986702127659575,0.004986702127659575
mvtec,0,1,cable,TRI,28,cable/test/combined/003.png,4096,71,19,0.017333984375,0.004638671875
mvtec,0,1,cable,TRI,29,cable/test/combined/004.png,4096,71,38,0.017333984375,0.00927734375
mvtec,0,1,cable,TRI,30,cable/test/combined/005.png,4096,104,83,0.025390625,0.020263671875
mvtec,0,1,cable,TRI,31,cable/test/combined/006.png,4096,33,52,0.008056640625,0.0126953125
