dataset,seed,shot,category,construction,image_index,sample_id,n_pairs,l_correct_j_wrong,l_wrong_j_correct,l_correct_j_wrong_rate,l_wrong_j_correct_rate
mvtec,0,4,hazelnut,BAL,103,hazelnut/test/print/010.png,3520,10,10,0.002840909090909091,0.002840909090909091
mvtec,0,4,hazelnut,BAL,104,hazelnut/test/print/011.png,4096,27,5,0.006591796875,0.001220703125
mvtec,0,4,hazelnut,BAL,105,hazelnut/test/print/012.png,3264,30,13,0.009191176470588236,0.003982843137254902
mvtec,0,4,hazelnut,BAL,106,hazelnut/test/print/013.png,2048,6,0,0.0029296875,0.0
mvtec,0,4,hazelnut,BAL,107,hazelnut/test/print/014.png,3264,9,9,0.0027573529411764708,0.0027573529411764708
mvtec,0,4,hazelnut,BAL,108,hazelnut/test/print/015.png,1728,15,13,0.008680555555555556,0.007523148148148148
mvtec,0,4,hazelnut,BAL,109,hazelnut/test/print/016.png,4096,33,10,0.008056640625,0.00244140625
mvtec,0,4,hazelnut,DUP,0,hazelnut/test/crack/000.png,4096,2,1,0.00048828125,0.000244140625
mvtec,0,4,hazelnut,DUP,1,hazelnut/test/crack/001.png,4096,0,4,0.0,0.0009765625
mvtec,0,4,hazelnut,DUP,2,hazelnut/test/crack/002.png,2944,6,0,0.0020380434782608695,0.0
mvtec,0,4,hazelnut,DUP,3,hazelnut/test/crack/003.png,3392,32,3,0.009433962264150943,0.000884433962264151
mvtec,0,4,hazelnut,DUP,4,hazelnut/test/crack/004.png,2624,0,0,0.0,0.0
mvtec,0,4,hazelnut,DUP,5,hazelnut/test/crack/005.png,2880,3,4,0.0010416666666666667,0.001388888888888889
mvtec,0,4,hazelnut,DUP,6,hazelnut/test/crack/006.png,4096,2,2,0.00048828125,0.00048828125
mvtec,0,4,hazelnut,DUP,7,hazelnut/test/crack/007.png,4096,1,4,0.000244140625,0.0009765625
mvtec,0,4,hazelnut,DUP,8,hazelnut/test/crack/008.png,4096,0,0,0.0,0.0
mvtec,0,4,hazelnut,DUP,9,hazelnut/test/crack/009.png,4096,3,3,0.000732421875,0.000732421875
mvtec,0,4,hazelnut,DUP,10,hazelnut/test/crack/010.png,4096,1,6,0.000244140625,0.00146484375
mvtec,0,4,hazelnut,DUP,11,hazelnut/test/crack/011.png,4096,7,5,0.001708984375,0.001220703125
mvtec,0,4,hazelnut,DUP,12,hazelnut/test/crack/012.png,3328,4,3,0.001201923076923077,0.0009014423076923077
mvtec,0,4,hazelnut,DUP,13,hazelnut/test/crack/013.png,3200,10,7,0.003125,0.0021875
mvtec,0,4,hazelnut,DUP,14,hazelnut/test/crack/014.png,2304,0,0,0.0,0.0
mvtec,0,4,hazelnut,DUP,15,hazelnut/test/crack/015.png,4096,16,30,0.00390625,0.00732421875
mvtec,0,4,hazelnut,DUP,16,hazelnut/test/crack/016.png,4032,4,5,0.000992063492063492,0.001240079365079365
mvtec,0,4,hazelnut,DUP,17,hazelnut/test/crack/017.png,4096,0,0,0.0,0.0
mvtec,0,4,hazelnut,DUP,18,hazelnut/test/cut/000.png,704,4,0,0.005681818181818182,0.0
mvtec,0,4,hazelnut,DUP,19,hazelnut/test/cut/001.png,2624,4,5,0.001524390243902439,0.0019054878048780487
mvtec,0,4,hazelnut,DUP,20,hazelnut/test/cut/002.png,1088,0,1,0.0,0.0009191176470588235
mvtec,0,4,hazelnut,DUP,21,hazelnut/test/cut/003.png,1088,0,1,0.0,0.0009191176470588235
mvtec,0,4,hazelnut,DUP,22,hazelnut/test/cut/004.png,2240,8,0,0.0035714285714285713,0.0
mvtec,0,4,hazelnut,DUP,23,hazelnut/test/cut/005.png,1152,1,1,0.0008680555555555555,0.0008680555555555555
mvtec,0,4,hazelnut,DUP,24,hazelnut/test/cut/006.png,1536,0,9,0.0,0.005859375
mvtec,0,4,hazelnut,DUP,25,hazelnut/test/cut/007.png,1024,8,3,0.0078125,0.0029296875
mvtec,0,4,hazelnut,DUP,26,hazelnut/test/cut/008.png,3264,22,19,0.006740196078431373,0.005821078431372549
mvtec,0,4,hazelnut,DUP,27,hazelnut/test/cut/009.png,1536,0,1,0.0,0.0006510416666666666
mvtec,0,4,hazelnut,DUP,28,hazelnut/test/cut/010.png,1088,0,0,0.0,0.0
mvtec,0,4,hazelnut,DUP,29,hazelnut/test/cut/011.png,1152,1,0,0.0008680555555555555,0.0
mvtec,0,4,hazelnut,DUP,30,hazelnut/test/cut/012.png,1152,0,0,0.0,0.0
mvtec,0,4,hazelnut,DUP,31,hazelnut/test/cut/013.png,1984,10,0,0.005040322580645161,0.0
mvtec,0,4,hazelnut,DUP,32,hazelnut/test/cut/014.png,896,0,0,0.0,0.0
mvtec,0,4,hazelnut,DUP,33,hazelnut/test/cut/015.png,1472,0,6,0.0,0.004076086956521739
mvtec,0,4,hazelnut,DUP,34,hazelnut/test/cut/016.png,1472,0,4,0.0,0.002717391304347826
mvtec,0,4,hazelnut,DUP,35,hazelnut/test/good/000.png,0,0,0,,
mvtec,0,4,hazelnut,DUP,36,hazelnut/test/good/001.png,0,0,0,,
mvtec,0,4,hazelnut,DUP,37,hazelnut/test/good/002.png,0,0,0,,
mvtec,0,4,hazelnut,DUP,38,hazelnut/test/good/003.png,0,0,0,,
mvtec,0,4,hazelnut,DUP,39,hazelnut/test/good/004.png,0,0,0,,
mvtec,0,4,hazelnut,DUP,40,hazelnut/test/good/005.png,0,0,0,,
mvtec,0,4,hazelnut,DUP,41,hazelnut/test/good/006.png,0,0,0,,
mvtec,0,4,hazelnut,DUP,42,hazelnut/test/good/007.png,0,0,0,,
mvtec,0,4,hazelnut,DUP,43,hazelnut/test/good/008.png,0,0,0,,
mvtec,0,4,hazelnut,DUP,44,hazelnut/test/good/009.png,0,0,0,,
mvtec,0,4,hazelnut,DUP,45,hazelnut/test/good/010.png,0,0,0,,
mvtec,0,4,hazelnut,DUP,46,hazelnut/test/good/011.png,0,0,0,,
mvtec,0,4,hazelnut,DUP,47,hazelnut/test/good/012.png,0,0,0,,
mvtec,0,4,hazelnut,DUP,48,hazelnut/test/good/013.png,0,0,0,,
mvtec,0,4,hazelnut,DUP,49,hazelnut/test/good/014.png,0,0,0,,
mvtec,0,4,hazelnut,DUP,50,hazelnut/test/good/015.png,0,0,0,,
mvtec,0,4,hazelnut,DUP,51,hazelnut/test/good/016.png,0,0,0,,
mvtec,0,4,hazelnut,DUP,52,hazelnut/test/good/017.png,0,0,0,,
mvtec,0,4,hazelnut,DUP,53,hazelnut/test/good/018.png,0,0,0,,
mvtec,0,4,hazelnut,DUP,54,hazelnut/test/good/019.png,0,0,0,,
mvtec,0,4,hazelnut,DUP,55,hazelnut/test/good/020.png,0,0,0,,
mvtec,0,4,hazelnut,DUP,56,hazelnut/test/good/021.png,0,0,0,,
mvtec,0,4,hazelnut,DUP,57,hazelnut/test/good/022.png,0,0,0,,
mvtec,0,4,hazelnut,DUP,58,hazelnut/test/good/023.png,0,0,0,,
mvtec,0,4,hazelnut,DUP,59,hazelnut/test/good/024.png,0,0,0,,
mvtec,0,4,hazelnut,DUP,60,hazelnut/test/good/025.png,0,0,0,,
mvtec,0,4,hazelnut,DUP,61,hazelnut/test/good/026.png,0,0,0,,
mvtec,0,4,hazelnut,DUP,62,hazelnut/test/good/027.png,0,0,0,,
mvtec,0,4,hazelnut,DUP,63,hazelnut/test/good/028.png,0,0,0,,
mvtec,0,4,hazelnut,DUP,64,hazelnut/test/good/029.png,0,0,0,,
mvtec,0,4,hazelnut,DUP,65,hazelnut/test/good/030.png,0,0,0,,
mvtec,0,4,hazelnut,DUP,66,hazelnut/test/good/031.png,0,0,0,,
mvtec,0,4,hazelnut,DUP,67,hazelnut/test/good/032.png,0,0,0,,
mvtec,0,4,hazelnut,DUP,68,hazelnut/test/good/033.png,0,0,0,,
mvtec,0,4,hazelnut,DUP,69,hazelnut/test/good/034.png,0,0,0,,
mvtec,0,4,hazelnut,DUP,70,hazelnut/test/good/035.png,0,0,0,,
mvtec,0,4,hazelnut,DUP,71,hazelnut/test/good/036.png,0,0,0,,
mvtec,0,4,hazelnut,DUP,72,hazelnut/test/good/037.png,0,0,0,,
mvtec,0,4,hazelnut,DUP,73,hazelnut/test/good/038.png,0,0,0,,
mvtec,0,4,hazelnut,DUP,74,hazelnut/test/good/039.png,0,0,0,,
mvtec,0,4,hazelnut,DUP,75,hazelnut/test/hole/000.png,1600,0,0,0.0,0.0
mvtec,0,4,hazelnut,DUP,76,hazelnut/test/hole/001.png,704,0,0,0.0,0.0
mvtec,0,4,hazelnut,DUP,77,hazelnut/test/hole/002.png,960,1,2,0.0010416666666666667,0.0020833333333333333
mvtec,0,4,hazelnut,DUP,78,hazelnut/test/hole/003.png,1280,3,0,0.00234375,0.0
mvtec,0,4,hazelnut,DUP,79,hazelnut/test/hole/004.png,1152,0,0,0.0,0.0
mvtec,0,4,hazelnut,DUP,80,hazelnut/test/hole/005.png,1152,0,0,0.0,0.0
mvtec,0,4,hazelnut,DUP,81,hazelnut/test/hole/006.png,2688,8,9,0.002976190476190476,0.0033482142857142855
mvtec,0,4,hazelnut,DUP,82,hazelnut/test/hole/007.png,512,0,0,0.0,0.0
mvtec,0,4,hazelnut,DUP,83,hazelnut/test/hole/008.png,704,0,0,0.0,0.0
mvtec,0,4,hazelnut,DUP,84,hazelnut/test/hole/009.png,1088,0,0,0.0,0.0
mvtec,0,4,hazelnut,DUP,85,hazelnut/test/hole/010.png,2112,2,0,0.000946969696969697,0.0
mvtec,0,4,hazelnut,DUP,86,hazelnut/test/hole/011.png,2304,6,8,0.0026041666666666665,0.003472222222222222
mvtec,0,4,hazelnut,DUP,87,hazelnut/test/hole/012.png,2176,2,0,0.0009191176470588235,0.0
mvtec,0,4,hazelnut,DUP,88,hazelnut/test/hole/013.png,2368,3,0,0.001266891891891892,0.0
mvtec,0,4,hazelnut,DUP,89,hazelnut/test/hole/014.png,3392,11,13,0.003242924528301887,0.0038325471698113208
mvtec,0,4,hazelnut,DUP,90,hazelnut/test/hole/015.png,896,0,0,0.0,0.0
mvtec,0,4,hazelnut,DUP,91,hazelnut/test/hole/016.png,3776,18,20,0.004766949152542373,0.005296610169491525
mvtec,0,4,hazelnut,DUP,92,hazelnut/test/hole/017.png,2496,3,2,0.001201923076923077,0.0008012820512820513
mvtec,0,4,hazelnut,DUP,93,hazelnut/test/print/000.png,4096,5,5,0.001220703125,0.001220703125
mvtec,0,4,hazelnut,DUP,94,hazelnut/test/print/001.png,2880,9,1,0.003125,0.00034722222222222224
mvtec,0,4,hazelnut,DUP,95,hazelnut/test/print/002.png,3136,2,4,0.0006377551020408163,0.0012755102040816326
mvtec,0,4,hazelnut,DUP,96,hazelnut/test/print/003.png,2112,9,4,0.004261363636363636,0.001893939393939394
mvtec,0,4,hazelnut,DUP,97,hazelnut/test/print/004.png,3520,7,4,0.0019886363636363634,0.0011363636363636363
mvtec,0,4,hazelnut,DUP,98,hazelnut/test/print/005.png,2240,17,12,0.007589285714285714,0.005357142857142857
mvtec,0,4,hazelnut,DUP,99,hazelnut/test/print/006.png,3392,1,0,0.00029481132075471697,0.0
mvtec,0,4,hazelnut,DUP,100,hazelnut/test/print/007.png,3648,18,36,0.004934210526315789,0.009868421052631578
mvtec,0,4,hazelnut,DUP,101,hazelnut/test/print/008.png,3392,0,0,0.0,0.0
mvtec,0,4,hazelnut,DUP,102,hazelnut/test/print/009.png,2880,27,6,0.009375,0.0020833333333333333
mvtec,0,4,hazelnut,DUP,103,hazelnut/test/print/010.png,3520,2,7,0.0005681818181818182,0.0019886363636363634
mvtec,0,4,hazelnut,DUP,104,hazelnut/test/print/011.png,4096,26,9,0.00634765625,0.002197265625
mvtec,0,4,hazelnut,DUP,105,hazelnut/test/print/012.png,3264,14,10,0.00428921568627451,0.0030637254901960784
mvtec,0,4,hazelnut,DUP,106,hazelnut/test/print/013.png,2048,4,1,0.001953125,0.00048828125
mvtec,0,4,hazelnut,DUP,107,hazelnut/test/print/014.png,3264,0,15,0.0,0.004595588235294118
mvtec,0,4,hazelnut,DUP,108,hazelnut/test/print/015.png,1728,8,15,0.004629629629629629,0.008680555555555556
mvtec,0,4,hazelnut,DUP,109,hazelnut/test/print/016.png,4096,26,21,0.00634765625,0.005126953125
mvtec,0,4,leather,A1,0,leather/test/color/000.png,640,0,1,0.0,0.0015625
mvtec,0,4,leather,A1,1,leather/test/color/001.png,576,0,0,0.0,0.0
mvtec,0,4,leather,A1,2,leather/test/color/002.png,640,0,0,0.0,0.0
mvtec,0,4,leather,A1,3,leather/test/color/003.png,1088,0,0,0.0,0.0
mvtec,0,4,leather,A1,4,leather/test/color/004.png,1088,0,1,0.0,0.0009191176470588235
mvtec,0,4,leather,A1,5,leather/test/color/005.png,448,0,0,0.0,0.0
mvtec,0,4,leather,A1,6,leather/test/color/006.png,256,0,0,0.0,0.0
mvtec,0,4,leather,A1,7,leather/test/color/007.png,640,0,0,0.0,0.0
mvtec,0,4,leather,A1,8,leather/test/color/008.png,1472,1,0,0.0006793478260869565,0.0
mvtec,0,4,leather,A1,9,leather/test/color/009.png,1088,0,0,0.0,0.0
mvtec,0,4,leather,A1,10,leather/test/color/010.png,384,0,0,0.0,0.0
mvtec,0,4,leather,A1,11,leather/test/color/011.png,576,0,0,0.0,0.0
mvtec,0,4,leather,A1,12,leather/test/color/012.png,448,0,0,0.0,0.0
mvtec,0,4,leather,A1,13,leather/test/color/013.png,832,0,0,0.0,0.0
mvtec,0,4,leather,A1,14,leather/test/color/014.png,384,0,0,0.0,0.0
mvtec,0,4,leather,A1,15,leather/test/color/015.png,1344,1,1,0.000744047619047619,0.000744047619047619
mvtec,0,4,leather,A1,16,leather/test/color/016.png,448,0,0,0.0,0.0
mvtec,0,4,leather,A1,17,leather/test/color/017.png,1280,0,1,0.0,0.00078125
mvtec,0,4,leather,A1,18,leather/test/color/018.png,448,0,0,0.0,0.0
mvtec,0,4,leather,A1,19,leather/test/cut/000.png,384,0,0,0.0,0.0
mvtec,0,4,leather,A1,20,leather/test/cut/001.png,832,0,0,0.0,0.0
mvtec,0,4,leather,A1,21,leather/test/cut/002.png,320,0,0,0.0,0.0
mvtec,0,4,leather,A1,22,leather/test/cut/003.png,1472,6,1,0.004076086956521739,0.0006793478260869565
mvtec,0,4,leather,A1,23,leather/test/cut/004.png,1728,2,5,0.0011574074074074073,0.0028935185185185184
mvtec,0,4,leather,A1,24,leather/test/cut/005.png,512,0,3,0.0,0.005859375
mvtec,0,4,leather,A1,25,leather/test/cut/006.png,1024,0,0,0.0,0.0
mvtec,0,4,leather,A1,26,leather/test/cut/007.png,704,0,0,0.0,0.0
mvtec,0,4,leather,A1,27,leather/test/cut/008.png,768,0,1,0.0,0.0013020833333333333
mvtec,0,4,leather,A1,28,leather/test/cut/009.png,384,0,0,0.0,0.0
mvtec,0,4,leather,A1,29,leather/test/cut/010.png,320,0,0,0.0,0.0
mvtec,0,4,leather,A1,30,leather/test/cut/011.png,256,0,0,0.0,0.0
mvtec,0,4,leather,A1,31,leather/test/cut/012.png,704,2,0,0.002840909090909091,0.0
mvtec,0,4,leather,A1,32,leather/test/cut/013.png,1088,0,0,0.0,0.0
mvtec,0,4,leather,A1,33,leather/test/cut/014.png,832,0,0,0.0,0.0
mvtec,0,4,leather,A1,34,leather/test/cut/015.png,576,0,0,0.0,0.0
mvtec,0,4,leather,A1,35,leather/test/cut/016.png,896,0,0,0.0,0.0
mvtec,0,4,leather,A1,36,leather/test/cut/017.png,1088,2,0,0.001838235294117647,0.0
mvtec,0,4,leather,A1,37,leather/test/cut/018.png,2112,0,0,0.0,0.0
mvtec,0,4,leather,A1,38,leather/test/fold/000.png,1216,0,0,0.0,0.0
mvtec,0,4,leather,A1,39,leather/test/fold/001.png,1216,1,0,0.0008223684210526315,0.0
mvtec,0,4,leather,A1,40,leather/test/fold/002.png,1344,0,0,0.0,0.0
mvtec,0,4,leather,A1,41,leather/test/fold/003.png,1344,1,1,0.000744047619047619,0.000744047619047619
mvtec,0,4,leather,A1,42,leather/test/fold/004.png,4096,6,6,0.00146484375,0.00146484375
mvtec,0,4,leather,A1,43,leather/test/fold/005.png,4096,3,6,0.000732421875,0.00146484375
mvtec,0,4,leather,A1,44,leather/test/fold/006.png,2240,3,3,0.0013392857142857143,0.0013392857142857143
mvtec,0,4,leather,A1,45,leather/test/fold/007.png,3840,5,3,0.0013020833333333333,0.00078125
mvtec,0,4,leather,A1,46,leather/test/fold/008.png,1728,3,1,0.001736111111111111,0.0005787037037037037
mvtec,0,4,leather,A1,47,leather/test/fold/009.png,4096,6,10,0.00146484375,0.00244140625
mvtec,0,4,leather,A1,48,leather/test/fold/010.png,3584,12,2,0.0033482142857142855,0.0005580357142857143
mvtec,0,4,leather,A1,49,leather/test/fold/011.png,1536,2,0,0.0013020833333333333,0.0
mvtec,0,4,leather,A1,50,leather/test/fold/012.png,1728,0,2,0.0,0.0011574074074074073
mvtec,0,4,leather,A1,51,leather/test/fold/013.png,1024,1,0,0.0009765625,0.0
mvtec,0,4,leather,A1,52,leather/test/fold/014.png,1792,2,3,0.0011160714285714285,0.0016741071428571428
mvtec,0,4,leather,A1,53,leather/test/fold/015.png,3712,16,9,0.004310344827586207,0.0024245689655172415
mvtec,0,4,leather,A1,54,leather/test/fold/016.png,3776,4,5,0.001059322033898305,0.0013241525423728813
mvtec,0,4,leather,A1,55,leather/test/glue/000.png,1536,0,2,0.0,0.0013020833333333333
mvtec,0,4,leather,A1,56,leather/test/glue/001.png,960,0,0,0.0,0.0
mvtec,0,4,leather,A1,57,leather/test/glue/002.png,576,0,0,0.0,0.0
mvtec,0,4,leather,A1,58,leather/test/glue/003.png,2240,0,0,0.0,0.0
mvtec,0,4,leather,A1,59,leather/test/glue/004.png,512,0,0,0.0,0.0
mvtec,0,4,leather,A1,60,leather/test/glue/005.png,1472,1,0,0.0006793478260869565,0.0
mvtec,0,4,leather,A1,61,leather/test/glue/006.png,896,0,0,0.0,0.0
mvtec,0,4,leather,A1,62,leather/test/glue/007.png,896,3,0,0.0033482142857142855,0.0
mvtec,0,4,leather,A1,63,leather/test/glue/008.png,1024,1,0,0.0009765625,0.0
mvtec,0,4,leather,A1,64,leather/test/glue/009.png,512,0,0,0.0,0.0
mvtec,0,4,leather,A1,65,leather/test/glue/010.png,576,2,0,0.003472222222222222,0.0
mvtec,0,4,leather,A1,66,leather/test/glue/011.png,448,0,0,0.0,0.0
mvtec,0,4,leather,A1,67,leather/test/glue/012.png,832,0,0,0.0,0.0
mvtec,0,4,leather,A1,68,leather/test/glue/013.png,1472,2,0,0.001358695652173913,0.0
mvtec,0,4,leather,A1,69,leather/test/glue/014.png,576,0,0,0.0,0.0
mvtec,0,4,leather,A1,70,leather/test/glue/015.png,896,3,0,0.0033482142857142855,0.0
mvtec,0,4,leather,A1,71,leather/test/glue/016.png,1344,1,0,0.000744047619047619,0.0
mvtec,0,4,leather,A1,72,leather/test/glue/017.png,2048,2,4,0.0009765625,0.001953125
mvtec,0,4,leather,A1,73,leather/test/glue/018.png,576,0,0,0.0,0.0
mvtec,0,4,leather,A1,74,leather/test/good/000.png,0,0,0,,
mvtec,0,4,leather,A1,75,leather/test/good/001.png,0,0,0,,
mvtec,0,4,leather,A1,76,leather/test/good/002.png,0,0,0,,
mvtec,0,4,leather,A1,77,leather/test/good/003.png,0,0,0,,
mvtec,0,4,leather,A1,78,leather/test/good/004.png,0,0,0,,
mvtec,0,4,leather,A1,79,leather/test/good/005.png,0,0,0,,
mvtec,0,4,leather,A1,80,leather/test/good/006.png,0,0,0,,
mvtec,0,4,leather,A1,81,leather/test/good/007.png,0,0,0,,
mvtec,0,4,leather,A1,82,leather/test/good/008.png,0,0,0,,
mvtec,0,4,leather,A1,83,leather/test/good/009.png,0,0,0,,
mvtec,0,4,leather,A1,84,leather/test/good/010.png,0,0,0,,
mvtec,0,4,leather,A1,85,leather/test/good/011.png,0,0,0,,
mvtec,0,4,leather,A1,86,leather/test/good/012.png,0,0,0,,
mvtec,0,4,leather,A1,87,leather/test/good/013.png,0,0,0,,
mvtec,0,4,leather,A1,88,leather/test/good/014.png,0,0,0,,
mvtec,0,4,leather,A1,89,leather/test/good/015.png,0,0,0,,
mvtec,0,4,leather,A1,90,leather/test/good/016.png,0,0,0,,
mvtec,0,4,leather,A1,91,leather/test/good/017.png,0,0,0,,
mvtec,0,4,leather,A1,92,leather/test/good/018.png,0,0,0,,
mvtec,0,4,leather,A1,93,leather/test/good/019.png,0,0,0,,
mvtec,0,4,leather,A1,94,leather/test/good/020.png,0,0,0,,
mvtec,0,4,leather,A1,95,leather/test/good/021.png,0,0,0,,
mvtec,0,4,leather,A1,96,leather/test/good/022.png,0,0,0,,
mvtec,0,4,leather,A1,97,leather/test/good/023.png,0,0,0,,
mvtec,0,4,leather,A1,98,leather/test/good/024.png,0,0,0,,
mvtec,0,4,leather,A1,99,leather/test/good/025.png,0,0,0,,
mvtec,0,4,leather,A1,100,leather/test/good/026.png,0,0,0,,
mvtec,0,4,leather,A1,101,leather/test/good/027.png,0,0,0,,
mvtec,0,4,leather,A1,102,leather/test/good/028.png,0,0,0,,
mvtec,0,4,leather,A1,103,leather/test/good/029.png,0,0,0,,
mvtec,0,4,leather,A1,104,leather/test/good/030.png,0,0,0,,
mvtec,0,4,leather,A1,105,leather/test/good/031.png,0,0,0,,
mvtec,0,4,leather,A1,106,leather/test/poke/000.png,384,2,1,0.005208333333333333,0.0026041666666666665
mvtec,0,4,leather,A1,107,leather/test/poke/001.png,576,0,0,0.0,0.0
mvtec,0,4,leather,A1,108,leather/test/poke/002.png,640,0,0,0.0,0.0
mvtec,0,4,leather,A1,109,leather/test/poke/003.png,384,0,0,0.0,0.0
mvtec,0,4,leather,A1,110,leather/test/poke/004.png,384,0,0,0.0,0.0
mvtec,0,4,leather,A1,111,leather/test/poke/005.png,320,0,0,0.0,0.0
mvtec,0,4,leather,A1,112,leather/test/poke/006.png,384,1,0,0.0026041666666666665,0.0
mvtec,0,4,leather,A1,113,leather/test/poke/007.png,384,0,0,0.0,0.0
mvtec,0,4,leather,A1,114,leather/test/poke/008.png,512,0,0,0.0,0.0
mvtec,0,4,leather,A1,115,leather/test/poke/009.png,512,0,0,0.0,0.0
mvtec,0,4,leather,A1,116,leather/test/poke/010.png,448,0,3,0.0,0.006696428571428571
mvtec,0,4,leather,A1,117,leather/test/poke/011.png,512,2,0,0.00390625,0.0
mvtec,0,4,leather,A1,118,leather/test/poke/012.png,512,0,1,0.0,0.001953125
mvtec,0,4,leather,A1,119,leather/test/poke/013.png,384,0,0,0.0,0.0
mvtec,0,4,leather,A1,120,leather/test/poke/014.png,384,1,0,0.0026041666666666665,0.0
mvtec,0,4,leather,A1,121,leather/test/poke/015.png,320,0,0,0.0,0.0
mvtec,0,4,leather,A1,122,leather/test/poke/016.png,512,4,1,0.0078125,0.001953125
mvtec,0,4,leather,A1,123,leather/test/poke/017.png,320,0,4,0.0,0.0125
mvtec,0,4,leather,TRI,0,leather/test/color/000.png,640,2,0,0.003125,0.0
mvtec,0,4,leather,TRI,1,leather/test/color/001.png,576,0,0,0.0,0.0
mvtec,0,4,leather,TRI,2,leather/test/color/002.png,640,0,0,0.0,0.0
mvtec,0,4,leather,TRI,3,leather/test/color/003.png,1088,0,0,0.0,0.0
mvtec,0,4,leather,TRI,4,leather/test/color/004.png,1088,0,0,0.0,0.0
mvtec,0,4,leather,TRI,5,leather/test/color/005.png,448,0,0,0.0,0.0
mvtec,0,4,leather,TRI,6,leather/test/color/006.png,256,0,0,0.0,0.0
mvtec,0,4,leather,TRI,7,leather/test/color/007.png,640,0,0,0.0,0.0
mvtec,0,4,leather,TRI,8,leather/test/color/008.png,1472,0,0,0.0,0.0
mvtec,0,4,leather,TRI,9,leather/test/color/009.png,1088,0,0,0.0,0.0
mvtec,0,4,leather,TRI,10,leather/test/color/010.png,384,0,0,0.0,0.0
mvtec,0,4,leather,TRI,11,leather/test/color/011.png,576,0,0,0.0,0.0
mvtec,0,4,leather,TRI,12,leather/test/color/012.png,448,0,0,0.0,0.0
mvtec,0,4,leather,TRI,13,leather/test/color/013.png,832,0,0,0.0,0.0
mvtec,0,4,leather,TRI,14,leather/test/color/014.png,384,0,0,0.0,0.0
mvtec,0,4,leather,TRI,15,leather/test/color/015.png,1344,0,0,0.0,0.0
mvtec,0,4,leather,TRI,16,leather/test/color/016.png,448,0,0,0.0,0.0
mvtec,0,4,leather,TRI,17,leather/test/color/017.png,1280,0,1,0.0,0.00078125
mvtec,0,4,leather,TRI,18,leather/test/color/018.png,448,0,0,0.0,0.0
mvtec,0,4,leather,TRI,19,leather/test/cut/000.png,384,0,0,0.0,0.0
mvtec,0,4,leather,TRI,20,leather/test/cut/001.png,832,0,0,0.0,0.0
mvtec,0,4,leather,TRI,21,leather/test/cut/002.png,320,0,0,0.0,0.0
mvtec,0,4,leather,TRI,22,leather/test/cut/003.png,1472,0,0,0.0,0.0
mvtec,0,4,leather,TRI,23,leather/test/cut/004.png,1728,0,2,0.0,0.0011574074074074073
mvtec,0,4,leather,TRI,24,leather/test/cut/005.png,512,1,2,0.001953125,0.00390625
mvtec,0,4,leather,TRI,25,leather/test/cut/006.png,1024,0,0,0.0,0.0
mvtec,0,4,leather,TRI,26,leather/test/cut/007.png,704,0,0,0.0,0.0
mvtec,0,4,leather,TRI,27,leather/test/cut/008.png,768,0,1,0.0,0.0013020833333333333
mvtec,0,4,leather,TRI,28,leather/test/cut/009.png,384,0,0,0.0,0.0
mvtec,0,4,leather,TRI,29,leather/test/cut/010.png,320,0,1,0.0,0.003125
mvtec,0,4,leather,TRI,30,leather/test/cut/011.png,256,0,0,0.0,0.0
mvtec,0,4,leather,TRI,31,leather/test/cut/012.png,704,1,0,0.0014204545454545455,0.0
mvtec,0,4,leather,TRI,32,leather/test/cut/013.png,1088,3,1,0.0027573529411764708,0.0009191176470588235
mvtec,0,4,leather,TRI,33,leather/test/cut/014.png,832,0,1,0.0,0.001201923076923077
mvtec,0,4,leather,TRI,34,leather/test/cut/015.png,576,2,0,0.003472222222222222,0.0
mvtec,0,4,leather,TRI,35,leather/test/cut/016.png,896,0,0,0.0,0.0
mvtec,0,4,leather,TRI,36,leather/test/cut/017.png,1088,1,0,0.0009191176470588235,0.0
mvtec,0,4,leather,TRI,37,leather/test/cut/018.png,2112,2,0,0.000946969696969697,0.0
mvtec,0,4,leather,TRI,38,leather/test/fold/000.png,1216,1,1,0.0008223684210526315,0.0008223684210526315
mvtec,0,4,leather,TRI,39,leather/test/fold/001.png,1216,1,0,0.0008223684210526315,0.0
mvtec,0,4,leather,TRI,40,leather/test/fold/002.png,1344,0,0,0.0,0.0
mvtec,0,4,leather,TRI,41,leather/test/fold/003.png,1344,0,0,0.0,0.0
mvtec,0,4,leather,TRI,42,leather/test/fold/004.png,4096,10,5,0.00244140625,0.001220703125
mvtec,0,4,leather,TRI,43,leather/test/fold/005.png,4096,10,1,0.00244140625,0.000244140625
mvtec,0,4,leather,TRI,44,leather/test/fold/006.png,2240,1,2,0.0004464285714285714,0.0008928571428571428
mvtec,0,4,leather,TRI,45,leather/test/fold/007.png,3840,4,0,0.0010416666666666667,0.0
mvtec,0,4,leather,TRI,46,leather/test/fold/008.png,1728,3,1,0.001736111111111111,0.0005787037037037037
mvtec,0,4,leather,TRI,47,leather/test/fold/009.png,4096,9,7,0.002197265625,0.001708984375
mvtec,0,4,leather,TRI,48,leather/test/fold/010.png,3584,6,2,0.0016741071428571428,0.0005580357142857143
mvtec,0,4,leather,TRI,49,leather/test/fold/011.png,1536,0,1,0.0,0.0006510416666666666
mvtec,0,4,leather,TRI,50,leather/test/fold/012.png,1728,6,1,0.003472222222222222,0.0005787037037037037
