dataset,family,contrast,metric,n_conditions,conditions,point_delta_raw,bootstrap_mean,ci_low,ci_high,ci_level,n_replicates,aggregation
btad,matching_effect,DUP_L - DUP_J,pixel_ap,8,s0k1;s0k2;s0k4;s0k8;s1k1;s1k2;s1k4;s1k8,0.005831476649495279,0.005886504657433532,0.004703262374815196,0.0072467399381710524,0.95,1000,"paired per replicate: mean over conditions of (left_r - right_r), then percentile"
btad,matching_effect,DUP_L - DUP_J,pixel_auroc,8,s0k1;s0k2;s0k4;s0k8;s1k1;s1k2;s1k4;s1k8,0.0007239760310952248,0.000737156029288921,0.0005947975839052093,0.0009066271736046176,0.95,1000,"paired per replicate: mean over conditions of (left_r - right_r), then percentile"
btad,matching_effect,DUP_L - DUP_J,image_ap,8,s0k1;s0k2;s0k4;s0k8;s1k1;s1k2;s1k4;s1k8,0.0004949288763204662,0.0005406110843466733,-0.0025319532306707707,0.0038260355468428832,0.95,1000,"paired per replicate: mean over conditions of (left_r - right_r), then percentile"
btad,matching_effect,DUP_L - DUP_J,image_auroc,8,s0k1;s0k2;s0k4;s0k8;s1k1;s1k2;s1k4;s1k8,0.0013014944653819693,0.0013652821248801308,-0.0027919566226337522,0.006192281818430514,0.95,1000,"paired per replicate: mean over conditions of (left_r - right_r), then percentile"
btad,single_vs_anchor,B - A1_J,pixel_ap,8,s0k1;s0k2;s0k4;s0k8;s1k1;s1k2;s1k4;s1k8,-0.029472026325841894,-0.02901264597542979,-0.03870636430691447,-0.0190142499421987,0.95,1000,"paired per replicate: mean over conditions of (left_r - right_r), then percentile"
btad,single_vs_anchor,B - A1_J,pixel_auroc,8,s0k1;s0k2;s0k4;s0k8;s1k1;s1k2;s1k4;s1k8,-0.0028189003777714106,-0.002839491507206322,-0.003655564428565094,-0.002063993184290542,0.95,1000,"paired per replicate: mean over conditions of (left_r - right_r), then percentile"
btad,single_vs_anchor,B - A1_J,image_ap,8,s0k1;s0k2;s0k4;s0k8;s1k1;s1k2;s1k4;s1k8,0.0038426581789533787,0.003913400340198625,-0.006260318640521618,0.015034164254364846,0.95,1000,"paired per replicate: mean over conditions of (left_r - right_r), then percentile"
btad,single_vs_anchor,B - A1_J,image_auroc,8,s0k1;s0k2;s0k4;s0k8;s1k1;s1k2;s1k4;s1k8,-0.005735814825349378,-0.005632652634455916,-0.015433261889306908,0.003860090881676264,0.95,1000,"paired per replicate: mean over conditions of (left_r - right_r), then percentile"
btad,single_vs_anchor,S - A1_J,pixel_ap,8,s0k1;s0k2;s0k4;s0k8;s1k1;s1k2;s1k4;s1k8,-0.07611174533468763,-0.07366610803990677,-0.10082547843477824,-0.04846192764568096,0.95,1000,"paired per replicate: mean over conditions of (left_r - right_r), then percentile"
btad,single_vs_anchor,S - A1_J,pixel_auroc,8,s0k1;s0k2;s0k4;s0k8;s1k1;s1k2;s1k4;s1k8,-0.010212304362818544,-0.010090741952017,-0.01461171475286766,-0.006350887002150406,0.95,1000,"paired per replicate: mean over conditions of (left_r - right_r), then percentile"
btad,single_vs_anchor,S - A1_J,image_ap,8,s0k1;s0k2;s0k4;s0k8;s1k1;s1k2;s1k4;s1k8,0.013898224396320033,0.013690469765829688,-0.002927719762048405,0.033408546095339185,0.95,1000,"paired per replicate: mean over conditions of (left_r - right_r), then percentile"
btad,single_vs_anchor,S - A1_J,image_auroc,8,s0k1;s0k2;s0k4;s0k8;s1k1;s1k2;s1k4;s1k8,6.65210915957587e-05,-0.00038730261651884017,-0.02015272203354189,0.018785472169900855,0.95,1000,"paired per replicate: mean over conditions of (left_r - right_r), then percentile"
btad,single_vs_anchor,C - A1_J,pixel_ap,8,s0k1;s0k2;s0k4;s0k8;s1k1;s1k2;s1k4;s1k8,-0.22596070977346638,-0.2242454032817406,-0.2620030061891846,-0.18901234222307656,0.95,1000,"paired per replicate: mean over conditions of (left_r - right_r), then percentile"
btad,single_vs_anchor,C - A1_J,pixel_auroc,8,s0k1;s0k2;s0k4;s0k8;s1k1;s1k2;s1k4;s1k8,-0.018252406836112553,-0.01824191367804561,-0.023132062474539635,-0.013810750620097643,0.95,1000,"paired per replicate: mean over conditions of (left_r - right_r), then percentile"
btad,single_vs_anchor,C - A1_J,image_ap,8,s0k1;s0k2;s0k4;s0k8;s1k1;s1k2;s1k4;s1k8,-0.16069543595881636,-0.15642504537434168,-0.1838881603400886,-0.12844233625454154,0.95,1000,"paired per replicate: mean over conditions of (left_r - right_r), then percentile"
btad,single_vs_anchor,C - A1_J,image_auroc,8,s0k1;s0k2;s0k4;s0k8;s1k1;s1k2;s1k4;s1k8,-0.05807212829963576,-0.058087329341895484,-0.0808610458471498,-0.03499536251557307,0.95,1000,"paired per replicate: mean over conditions of (left_r - right_r), then percentile"
