dataset,revision,seed,shot,category,method,stride,pixel_ap,pixel_auroc
mpdd,study,1,1,bracket_white,BAL_D_L,1,0.05998709629113192,0.9912671856402202
mpdd,study,1,1,connector,D,1,0.24918923073256616,0.9666766868163106
mpdd,study,1,1,connector,A1_J,1,0.28384208570665737,0.9801996095605892
mpdd,study,1,1,connector,A1_L,1,0.29402015999014475,0.9826427301743748
mpdd,study,1,1,connector,DUP_J,1,0.26030189579197405,0.979795302192102
mpdd,study,1,1,connector,DUP_L,1,0.2633550530665195,0.9811561048577525
mpdd,study,1,1,connector,TRI_D_J,1,0.4036922046293835,0.9822905802943757
mpdd,study,1,1,connector,TRI_D_L,1,0.42460483007847616,0.9849567062149395
mpdd,study,1,1,connector,BAL_D_J,1,0.40917495836900764,0.9829272766400865
mpdd,study,1,1,connector,BAL_D_L,1,0.42077417219601965,0.9851082797440196
mpdd,study,1,1,metal_plate,D,1,0.932570163677948,0.9881368484034244
mpdd,study,1,1,metal_plate,A1_J,1,0.8772751843511349,0.9749001744326151
mpdd,study,1,1,metal_plate,A1_L,1,0.8754881717000563,0.9760771550664983
mpdd,study,1,1,metal_plate,DUP_J,1,0.8510349186027715,0.967009514149912
mpdd,study,1,1,metal_plate,DUP_L,1,0.8499566327405508,0.9676003690071543
mpdd,study,1,1,metal_plate,TRI_D_J,1,0.9132508250050969,0.9846729598467886
mpdd,study,1,1,metal_plate,TRI_D_L,1,0.9217960901268124,0.9872304940713571
mpdd,study,1,1,metal_plate,BAL_D_J,1,0.9262689972689614,0.9872751210100866
mpdd,study,1,1,metal_plate,BAL_D_L,1,0.9314925583696533,0.9892093550139577
mpdd,study,1,1,tubes,D,1,0.6316502805577772,0.9821786166340113
mpdd,study,1,1,tubes,A1_J,1,0.681864643884284,0.9843803979614338
mpdd,study,1,1,tubes,A1_L,1,0.6897871471094316,0.986161382209246
mpdd,study,1,1,tubes,DUP_J,1,0.6713361371717973,0.9831564826896992
mpdd,study,1,1,tubes,DUP_L,1,0.6756412479115195,0.984210627395646
mpdd,study,1,1,tubes,TRI_D_J,1,0.7458117064151826,0.9902866801715068
mpdd,study,1,1,tubes,TRI_D_L,1,0.7783637685010345,0.9917745859786302
mpdd,study,1,1,tubes,BAL_D_J,1,0.7451429369574067,0.9907451909546087
mpdd,study,1,1,tubes,BAL_D_L,1,0.7790457352876973,0.9923167341093941
mpdd,study,1,4,bracket_black,D,1,0.08973833279751685,0.9588739750393638
mpdd,study,1,4,bracket_black,A1_J,1,0.09637857834326297,0.9618438619769175
mpdd,study,1,4,bracket_black,A1_L,1,0.09347173947299807,0.9645670199169314
mpdd,study,1,4,bracket_black,DUP_J,1,0.09280727937248569,0.9578369233243231
mpdd,study,1,4,bracket_black,DUP_L,1,0.08832076254500368,0.9593994334666814
mpdd,study,1,4,bracket_black,TRI_D_J,1,0.11906871615772871,0.9679732586095358
mpdd,study,1,4,bracket_black,TRI_D_L,1,0.13475669483734243,0.9711915404977521
mpdd,study,1,4,bracket_black,BAL_D_J,1,0.11679972695591767,0.9688275015398791
mpdd,study,1,4,bracket_black,BAL_D_L,1,0.11913045358248932,0.9719017352867569
mpdd,study,1,4,bracket_brown,D,1,0.08628198620994024,0.9463142600344903
mpdd,study,1,4,bracket_brown,A1_J,1,0.053108307929675067,0.9199107605062916
mpdd,study,1,4,bracket_brown,A1_L,1,0.05820694603783247,0.9311401407651944
mpdd,study,1,4,bracket_brown,DUP_J,1,0.05808634179610423,0.9145789680092378
mpdd,study,1,4,bracket_brown,DUP_L,1,0.061600013421529896,0.9229514354230383
mpdd,study,1,4,bracket_brown,TRI_D_J,1,0.07769469771791111,0.934607444663665
mpdd,study,1,4,bracket_brown,TRI_D_L,1,0.08629845944027358,0.9479823517871849
mpdd,study,1,4,bracket_brown,BAL_D_J,1,0.06720854729025391,0.9344267049763318
mpdd,study,1,4,bracket_brown,BAL_D_L,1,0.07483318799323121,0.9490840751087136
mpdd,study,1,4,bracket_white,D,1,0.12945526340488256,0.9941116491463327
mpdd,study,1,4,bracket_white,A1_J,1,0.21228497493663218,0.9980676972984912
mpdd,study,1,4,bracket_white,A1_L,1,0.2043759443720397,0.9979242466792065
mpdd,study,1,4,bracket_white,DUP_J,1,0.1599084011017444,0.9976562976241621
mpdd,study,1,4,bracket_white,DUP_L,1,0.1652693459874978,0.9976347580594028
mpdd,study,1,4,bracket_white,TRI_D_J,1,0.2374600198914341,0.9985864434766236
mpdd,study,1,4,bracket_white,TRI_D_L,1,0.24790960495964698,0.9986102432271401
mpdd,study,1,4,bracket_white,BAL_D_J,1,0.22527358893017452,0.9986057957320158
mpdd,study,1,4,bracket_white,BAL_D_L,1,0.24271116885665128,0.9985852413933172
mpdd,study,1,4,connector,D,1,0.5178155610660404,0.9827776395698146
mpdd,study,1,4,connector,A1_J,1,0.4297658377474599,0.9800802967971343
mpdd,study,1,4,connector,A1_L,1,0.4680385861146198,0.9836665916022872
mpdd,study,1,4,connector,DUP_J,1,0.4212657068311777,0.9798659414811319
mpdd,study,1,4,connector,DUP_L,1,0.4404048983390911,0.9823534578241344
mpdd,study,1,4,connector,TRI_D_J,1,0.5692449721463662,0.9826426812969166
mpdd,study,1,4,connector,TRI_D_L,1,0.6095634994521859,0.9878362556068147
mpdd,study,1,4,connector,BAL_D_J,1,0.5541663279320237,0.9826948842498934
mpdd,study,1,4,connector,BAL_D_L,1,0.6132594081020559,0.988058685578209
mpdd,study,1,4,metal_plate,D,1,0.956391070856799,0.9927098718593841
mpdd,study,1,4,metal_plate,A1_J,1,0.8825918462056217,0.9809721802142758
mpdd,study,1,4,metal_plate,A1_L,1,0.8834925862802993,0.9824400853163548
mpdd,study,1,4,metal_plate,DUP_J,1,0.8588524878587996,0.9751258882798355
mpdd,study,1,4,metal_plate,DUP_L,1,0.8588189710975721,0.9758062642540138
mpdd,study,1,4,metal_plate,TRI_D_J,1,0.920650541387408,0.989305707311528
mpdd,study,1,4,metal_plate,TRI_D_L,1,0.9334262565681262,0.9918288585324053
mpdd,study,1,4,metal_plate,BAL_D_J,1,0.9308101751434084,0.9907066478177696
mpdd,study,1,4,metal_plate,BAL_D_L,1,0.9416970461780928,0.9928883340539973
mpdd,study,1,4,tubes,D,1,0.7124126348968083,0.9862906759728757
mpdd,study,1,4,tubes,A1_J,1,0.7609784385356345,0.9890372495249136
mpdd,study,1,4,tubes,A1_L,1,0.7680738597824578,0.9908405228682473
mpdd,study,1,4,tubes,DUP_J,1,0.7508971189336913,0.9887061184124322
mpdd,study,1,4,tubes,DUP_L,1,0.7539949814237293,0.9897010065227579
mpdd,study,1,4,tubes,TRI_D_J,1,0.7922955297841192,0.9909362185390099
mpdd,study,1,4,tubes,TRI_D_L,1,0.8158650993953487,0.993806637475884
mpdd,study,1,4,tubes,BAL_D_J,1,0.7944917931579578,0.9912251245134455
mpdd,study,1,4,tubes,BAL_D_L,1,0.8184798481451291,0.9940718495620083
